episode-length-avg,qf1-std,return-max,return-min,StdProgress,episode-length-min,log-sigs-std,MaxProgress,log-sigs-mean,qf2-std,log-sigs-min,log-pi-mean,log-pi-min,episode-length-std,episodes,last-path-return,mean-sq-bellman-error1,policy-mus-mean,vf-avg,policy-mus-std,total-samples,time-train,time-total,mean-sq-bellman-error2,return-std,pool-size,AverageProgress,return-average,mean-qf-diff,epoch,episode-length-max,policy-mus-max,time-sample,max-path-return,log-pi-std,log-sigs-max,MinProgress,qf1-avg,time-eval,policy-mus-min,qf2-avg,vf-std,log-pi-max
1000.0,108.153,208.573434096,208.573434096,0.0,1000,0.128305,3.53681292468,-0.445255,108.153,-1.11337,-7.7698,-15.6302,0.0,79,471.83373381257786,26.2621,0.0483189,265.598,0.711609,49000,12.21104548414587,1261.1999398038606,23.9235,0.0,49000,3.53681292468,208.573434096,4.55084,48,1000,2.3679,2.0052683234389406,637.3280215994511,2.20792,-0.177982,3.53681292468,263.784,16.664838869997766,-2.73869,263.784,108.635,-2.01581
1000.0,99.08,356.196630971,356.196630971,0.0,1000,0.125483,6.76084177627,-0.435319,99.08,-1.03504,-7.97339,-14.2231,0.0,80,548.9063525132696,29.3966,0.105196,270.969,0.723937,50000,13.079484328714898,1293.0808640338364,27.5413,0.0,50000,6.76084177627,356.196630971,5.3728,49,1000,2.34277,2.1338046762393788,637.3280215994511,2.01617,-0.147769,6.76084177627,266.14,16.754039559018565,-2.4984,266.14,99.5381,-0.947121
1000.0,110.066,486.39326664,486.39326664,0.0,1000,0.134821,9.12087440606,-0.450833,110.066,-1.12829,-7.667,-17.7937,0.0,81,341.31847716411517,33.1628,0.0585039,270.545,0.722852,51000,9.483799428184284,1320.8359288805223,24.5863,0.0,51000,9.12087440606,486.39326664,5.4368,50,1000,2.35276,1.589099361503031,637.3280215994511,2.20585,-0.148483,9.12087440606,266.63,16.67033278301824,-2.45845,266.63,110.74,-2.16611
1000.0,111.235,415.987062654,415.987062654,0.0,1000,0.13226,7.75933086748,-0.450258,111.235,-1.07559,-7.85037,-14.3414,0.0,82,449.0747057711688,28.1144,0.0133318,287.861,0.748484,52000,9.670462893787771,1348.7917102021456,35.1708,0.0,52000,7.75933086748,415.987062654,5.67358,51,1000,2.33938,1.6034418968192767,637.3280215994511,2.15463,-0.177917,7.75933086748,285.306,16.68342644398217,-2.47029,285.306,111.777,-1.68737
1000.0,110.126,459.505213992,459.505213992,0.0,1000,0.129741,8.44169802561,-0.437133,110.126,-1.10325,-7.55495,-14.5577,0.0,83,103.59803799126294,29.857,0.0320998,274.643,0.691128,53000,9.679777933779405,1376.7481114647817,31.6674,0.0,53000,8.44169802561,459.505213992,5.13067,52,1000,2.30754,1.6127451778156683,637.3280215994511,1.9335,-0.186625,8.44169802561,271.376,16.680325678025838,-2.47167,271.376,111.571,-2.66613
222.0,108.419,194.304359395,194.304359395,0.0,222,0.143559,3.68275312116,-0.450096,108.419,-1.07419,-7.65792,-14.8805,0.0,84,476.66586981796513,39.8459,0.051004,259.588,0.703481,54000,10.151402817631606,1392.2546114992583,33.0525,0.0,54000,3.68275312116,194.304359395,5.29876,53,222,2.87989,1.6494161908340175,637.3280215994511,2.04998,-0.144806,3.68275312116,257.066,16.6651803929999,-2.32356,257.066,109.629,-2.64427
1000.0,115.494,488.589663138,488.589663138,0.0,1000,0.135108,9.02948363717,-0.441827,115.494,-1.16358,-8.03297,-18.0736,0.0,85,424.7042309017894,27.3567,0.0712232,278.305,0.718284,55000,9.25807227360201,1419.7952278269804,29.9583,0.0,55000,9.02948363717,488.589663138,5.25929,54,1000,2.51996,1.5801688380888663,637.3280215994511,2.35866,-0.154562,9.02948363717,274.342,3.7163531400146894,-2.57177,274.342,115.704,-2.1954
1000.0,112.277,300.865142989,300.865142989,0.0,1000,0.133676,5.22930143233,-0.451014,112.277,-1.17153,-7.71753,-15.1188,0.0,87,134.1080362177525,42.1738,0.0515501,292.294,0.747668,56000,11.28332482118276,1449.5632348395884,33.3174,0.0,56000,5.22930143233,300.865142989,5.3349,55,1000,2.25024,1.804864928475581,637.3280215994511,2.18232,-0.169707,5.22930143233,290.253,16.694649367011152,-2.50997,290.253,112.213,-1.30463
1000.0,115.859,111.542318319,111.542318319,0.0,1000,0.134344,1.70589559842,-0.439351,115.859,-1.14079,-7.99157,-16.1168,0.0,88,684.6114278240847,30.6132,-0.0500296,296.191,0.736796,57000,11.049520465923706,1479.079887645872,34.8321,0.0,57000,1.70589559842,111.542318319,5.39327,56,1000,2.46996,1.7919496723043267,684.6114278240847,2.2434,-0.164521,1.70589559842,292.888,16.678657576994738,-2.33865,292.888,114.944,-0.357002
1000.0,115.218,467.55499728,467.55499728,0.0,1000,0.138518,8.63757642181,-0.450895,115.218,-1.14623,-7.7617,-16.9202,0.0,89,634.0701694515571,36.656,-0.0441526,294.694,0.759832,58000,11.448207088047639,1509.015924252919,32.8651,0.0,58000,8.63757642181,467.55499728,4.90613,57,1000,2.32337,1.8215541490353644,684.6114278240847,2.27676,-0.16293,8.63757642181,288.805,16.676714572997298,-2.45349,288.805,115.144,-0.972604
1000.0,102.898,266.213086458,266.213086458,0.0,1000,0.128922,4.80159122316,-0.4279,102.898,-1.16303,-7.81636,-18.9321,0.0,91,31.48274281582102,30.4661,-0.0115906,305.674,0.722173,59000,11.60886528811534,1539.0859299420845,26.6767,0.0,59000,4.80159122316,266.213086458,4.84923,58,1000,2.2559,1.8011891940841451,684.6114278240847,2.07142,-0.1365,4.80159122316,301.958,16.663463441014756,-2.41701,301.958,103.115,-1.458
1000.0,114.129,560.341397965,560.341397965,0.0,1000,0.131307,11.5982627796,-0.442649,114.129,-1.15423,-7.87671,-15.6624,0.0,92,204.118439801635,41.93,0.0748997,285.457,0.709593,60000,10.618307147786254,1568.1240852688788,43.6449,0.0,60000,11.5982627796,560.341397965,5.12578,59,1000,2.28024,1.7430179709917866,684.6114278240847,2.19973,-0.159118,11.5982627796,283.626,16.667804979981156,-2.00433,283.626,112.529,-1.91061
1000.0,102.021,428.452702404,428.452702404,0.0,1000,0.123524,7.94366364367,-0.424313,102.021,-1.18738,-7.85649,-15.2014,0.0,93,463.9741974212511,37.2122,0.0256978,307.369,0.728797,61000,10.675046099204337,1597.2570568277151,38.881,0.0,61000,7.94366364367,428.452702404,5.02672,60,1000,2.76903,1.787724897643784,684.6114278240847,2.30742,-0.129591,7.94366364367,304.671,16.678584423003485,-2.33457,304.671,102.909,-2.87791
1000.0,110.685,607.064016199,607.064016199,0.0,1000,0.131459,11.4715562462,-0.431584,110.685,-1.00469,-7.95346,-15.8072,0.0,94,382.577723210547,33.7696,0.000596484,305.627,0.750689,62000,9.9786376383272,1625.5803375584364,29.3532,0.0,62000,11.4715562462,607.064016199,4.89207,61,1000,2.21324,1.6669699713820592,684.6114278240847,2.27908,-0.135379,11.4715562462,304.09,16.67292412900133,-2.54844,304.09,111.0,-2.6382
39.0,107.366,31.9212851498,31.9212851498,0.0,39,0.129641,0.593155993767,-0.426473,107.366,-1.26745,-7.96653,-15.7285,0.0,95,212.45664562077613,25.4768,0.0021199,314.979,0.758294,63000,10.987277458334574,1638.981555083854,27.8326,0.0,63000,0.593155993767,31.9212851498,5.06073,62,39,2.25607,1.7530198880413081,684.6114278240847,2.16129,-0.129444,0.593155993767,312.805,16.67527738001081,-2.43849,312.805,108.184,-1.99777
1000.0,108.881,764.396773899,764.396773899,0.0,1000,0.115668,15.053752602,-0.428697,108.881,-0.894168,-7.64637,-16.0967,0.0,96,574.910625868903,31.5237,-0.0345292,314.108,0.737009,64000,11.15815241789096,1668.5691846073896,29.649,0.0,64000,15.053752602,764.396773899,5.0357,63,1000,2.74021,1.7647592276043724,684.6114278240847,1.86786,-0.154918,15.053752602,310.565,0.6606754410022404,-2.45904,310.565,109.445,-3.84868
1000.0,116.254,132.11877703,132.11877703,0.0,1000,0.125797,1.8552706459,-0.420312,116.254,-1.07956,-7.93041,-15.2332,0.0,97,533.5117516805129,48.5087,-0.0194232,316.601,0.714191,65000,11.566234116820851,1698.7051272374229,35.266,0.0,65000,1.8552706459,132.11877703,5.64729,64,1000,2.11819,1.830632516182959,684.6114278240847,2.19143,-0.148876,1.8552706459,312.979,16.66621303500142,-2.28645,312.979,116.153,-3.26607
1000.0,114.317,206.15486998,206.15486998,0.0,1000,0.135067,3.94730584897,-0.43509,114.317,-1.06401,-7.97115,-16.8037,0.0,98,652.4222267061957,30.316,-0.0191079,323.952,0.706046,66000,11.168666979618138,1728.3370965756767,28.1614,0.0,66000,3.94730584897,206.15486998,4.9311,65,1000,2.13221,1.789267531625228,684.6114278240847,2.38195,-0.142148,3.94730584897,318.928,16.74512601600145,-2.32697,318.928,115.164,-2.8107
1000.0,117.284,587.69536781,587.69536781,0.0,1000,0.135049,11.3758375589,-0.425167,117.284,-1.11343,-7.9687,-19.1119,0.0,99,87.08076974171077,37.2251,-0.0485019,316.656,0.674731,67000,12.570990638516378,1759.687232545577,32.2503,0.0,67000,11.3758375589,587.69536781,5.23418,66,1000,2.39233,2.108222670329269,684.6114278240847,2.34461,-0.136454,11.3758375589,317.251,16.66750284100999,-2.42143,317.251,117.099,-2.03697
1000.0,113.375,287.669898262,287.669898262,0.0,1000,0.132581,5.11406108647,-0.433509,113.375,-1.13629,-7.71903,-14.1895,0.0,100,610.6091914319506,35.0424,-0.0274318,319.34,0.721371,68000,9.803266434144462,1787.8221271237708,31.7199,0.0,68000,5.11406108647,287.669898262,5.48022,67,1000,2.68381,1.6005964170908555,684.6114278240847,2.3314,-0.15638,5.11406108647,318.487,16.6713749160117,-2.67193,318.487,113.454,-1.2228
1000.0,118.53,259.315336115,259.315336115,0.0,1000,0.130011,5.7814815909,-0.424604,118.53,-1.03869,-8.05306,-17.8028,0.0,101,234.35614296407752,32.9701,-0.00428729,326.435,0.705757,69000,11.745437724865042,1818.1105074712832,34.2915,0.0,69000,5.7814815909,259.315336115,5.31132,68,1000,2.05546,1.8672488976444583,684.6114278240847,2.11572,-0.141665,5.7814815909,324.415,16.74186782402103,-2.33657,324.415,119.55,-3.54317
1000.0,113.96,601.173459075,601.173459075,0.0,1000,0.119883,11.6367735522,-0.410687,113.96,-1.0146,-7.87982,-14.0385,0.0,103,102.4952765104549,29.3501,-0.0463308,325.787,0.692936,70000,10.748640303936554,1847.3435450897086,32.0847,0.0,70000,11.6367735522,601.173459075,4.93726,69,1000,2.46036,1.8129170804750174,684.6114278240847,2.03898,-0.157556,11.6367735522,323.868,16.66920430600294,-2.0794,323.868,115.486,-2.55369
685.0,115.801,820.721848715,820.721848715,0.0,685,0.145304,16.9433687085,-0.39987,115.801,-1.33782,-7.95508,-17.372,0.0,104,531.1916150112004,30.3021,-0.0268858,326.41,0.694305,71000,11.434936520177871,1872.1450073309825,35.3262,0.0,71000,16.9433687085,820.721848715,4.89761,70,685,2.00073,1.8962699250259902,684.6114278240847,2.26315,-0.101182,16.9433687085,321.437,16.67545630101813,-2.64981,321.437,117.53,-0.941242
1000.0,131.916,196.683141323,196.683141323,0.0,1000,0.150212,3.32548018777,-0.421082,131.916,-1.19259,-7.82525,-15.9352,0.0,105,503.59989220523676,27.7834,-0.00304642,314.669,0.694611,72000,7.522910944739124,1897.8371510292054,27.1447,0.0,72000,3.32548018777,196.683141323,5.57122,71,1000,3.02788,1.4916445265407674,684.6114278240847,2.11938,-0.143475,3.32548018777,313.584,11.470358969003428,-2.33167,313.584,132.125,-1.69133
1000.0,115.43,139.475649473,139.475649473,0.0,1000,0.129562,2.48173552283,-0.394776,115.43,-1.24022,-8.27196,-18.3666,0.0,106,539.6760410042438,30.217,0.0088336,331.497,0.69423,73000,9.973536739737028,1926.1413660352991,31.0869,0.0,73000,2.48173552283,139.475649473,5.1413,72,1000,2.58607,1.653264325344935,684.6114278240847,2.19926,-0.154056,2.48173552283,329.94,16.678081605001353,-2.59769,329.94,115.238,-2.60262
1000.0,120.677,269.350086885,269.350086885,0.0,1000,0.141559,4.79872599973,-0.42452,120.677,-1.21073,-8.18816,-19.4372,0.0,108,359.4697674004867,39.9904,-0.0201764,330.576,0.684774,74000,9.595808823534753,1954.0618116388796,36.6027,0.0,74000,4.79872599973,269.350086885,5.31067,73,1000,2.50692,1.6463631980877835,684.6114278240847,2.307,-0.10725,4.79872599973,333.024,16.67775283998344,-2.23162,333.024,120.462,-2.34897
1000.0,110.824,635.011381566,635.011381566,0.0,1000,0.127952,12.0839246308,-0.392268,110.824,-1.03826,-8.20253,-15.9366,0.0,109,294.027171725186,40.537,0.00429573,352.166,0.676369,75000,9.592496706172824,1981.9826056464808,40.4719,0.0,75000,12.0839246308,635.011381566,5.3758,74,1000,2.78048,1.651269767433405,684.6114278240847,2.09621,-0.104937,12.0839246308,347.29,16.683471081982134,-2.51588,347.29,109.783,-3.58228
137.0,117.879,33.1766876414,33.1766876414,0.0,137,0.12904,0.592138165433,-0.396507,117.879,-1.12359,-8.27267,-18.4808,0.0,110,830.0567762767669,34.3307,-0.0597942,334.883,0.705837,76000,8.88955456551048,1994.7353336899541,35.7678,0.0,76000,0.592138165433,33.1766876414,5.28159,75,137,2.83671,1.5792850879661273,830.0567762767669,2.31684,-0.113888,0.592138165433,336.085,16.674729254009435,-2.38759,336.085,119.151,-1.99468
74.0,129.683,19.8748920206,19.8748920206,0.0,74,0.141589,0.920370504298,-0.398696,129.683,-1.37327,-8.04883,-15.408,0.0,111,713.853907226132,28.9526,-0.0191565,328.442,0.684603,77000,11.183144260576228,2009.0526210202952,29.0025,0.0,77000,0.920370504298,19.8748920206,5.02146,76,74,2.52751,1.8829492797667626,830.0567762767669,2.27763,-0.131806,0.920370504298,327.227,2.2950646039971616,-2.40651,327.227,129.621,-1.06369
1000.0,132.219,551.64294164,551.64294164,0.0,1000,0.14938,10.492311052,-0.403763,132.219,-1.41431,-7.88819,-15.4376,0.0,112,255.96284928758655,27.3788,-0.0623989,342.834,0.717944,78000,10.69402005765005,2038.1885105500696,32.7061,0.0,78000,10.492311052,551.64294164,5.1297,77,1000,2.67378,1.7325706921110395,830.0567762767669,2.21646,-0.119637,10.492311052,343.001,1.2470837679866236,-2.46415,343.001,133.062,-1.96014
1000.0,127.539,621.42462909,621.42462909,0.0,1000,0.139074,11.9749153728,-0.401285,127.539,-1.24757,-8.18544,-16.2517,0.0,113,109.21979172103843,33.7677,-0.0320142,334.22,0.679864,79000,10.78112621314358,2067.4420061403653,33.671,0.0,79000,11.9749153728,621.42462909,5.0456,78,1000,2.07403,1.804055927117588,830.0567762767669,2.22498,-0.134153,11.9749153728,333.697,16.708689688006416,-2.4458,333.697,127.859,-2.82379
1000.0,129.671,106.522925321,106.522925321,0.0,1000,0.145114,1.41180768928,-0.412697,129.671,-1.17274,-8.06779,-15.0766,0.0,114,286.03752636999695,33.3412,-0.0110376,356.758,0.746652,80000,10.640751627332065,2096.5309460269345,38.2559,0.0,80000,1.41180768928,106.522925321,5.43095,79,1000,3.09045,1.7736674431944266,830.0567762767669,2.19432,-0.116535,1.41180768928,352.064,16.670487843017327,-2.44222,352.064,129.08,-1.85279
1000.0,125.204,309.164587277,309.164587277,0.0,1000,0.131679,5.40180607065,-0.393499,125.204,-1.14547,-8.24527,-15.403,0.0,115,609.4339390915434,35.6656,0.0242014,359.79,0.710477,81000,10.113156160805374,2125.0986973016697,26.833,0.0,81000,5.40180607065,309.164587277,5.12787,80,1000,2.43517,1.7824362839164678,830.0567762767669,2.33969,-0.104502,5.40180607065,355.906,16.675252127985004,-2.66185,355.906,124.696,-1.162
1000.0,129.167,253.901259569,253.901259569,0.0,1000,0.136718,4.56427047791,-0.394569,129.167,-1.38907,-8.13376,-17.2677,0.0,116,229.77667919408867,31.7086,-0.00356237,335.158,0.700105,82000,9.319928984798025,2152.752143761434,33.1701,0.0,82000,4.56427047791,253.901259569,4.87083,81,1000,2.36728,1.6759311920322943,830.0567762767669,2.37886,-0.105604,4.56427047791,335.193,16.67139733300428,-2.41639,335.193,128.926,-2.20959
648.0,126.677,569.048582778,569.048582778,0.0,648,0.10817,11.7989008543,-0.379274,126.677,-0.885326,-8.26097,-17.1894,0.0,117,394.68165888892304,30.0639,-0.00930564,358.492,0.671337,83000,10.380227201909292,2175.5787590174878,34.7615,0.0,83000,11.7989008543,569.048582778,5.45998,82,648,2.05486,1.632703497132752,830.0567762767669,2.14925,-0.126471,11.7989008543,353.106,16.662852084002225,-2.55876,353.106,127.804,-3.6983
1000.0,114.176,337.729667499,337.729667499,0.0,1000,0.118025,6.35755234295,-0.384006,114.176,-1.26596,-8.24326,-16.8373,0.0,118,325.9642604692527,29.1606,0.0828105,367.188,0.682287,84000,9.830490876105614,2203.684957264224,25.9768,0.0,84000,6.35755234295,337.729667499,5.14707,83,1000,2.11729,1.6019167916092556,830.0567762767669,2.08117,-0.112561,6.35755234295,359.045,10.81347178600845,-2.34029,359.045,114.413,-2.41483
1000.0,106.109,548.714168298,548.714168298,0.0,1000,0.117891,10.4884096755,-0.385654,106.109,-1.19688,-8.33183,-16.0961,0.0,120,176.87619714132714,31.4642,-0.0182696,388.344,0.684265,85000,9.83450784953311,2231.8214297005616,34.1144,0.0,85000,10.4884096755,548.714168298,5.12721,84,1000,2.29704,1.6384897857788019,830.0567762767669,2.18954,-0.0775963,10.4884096755,383.366,16.674422115000198,-2.6974,383.366,105.971,-3.07565
125.0,131.86,90.1973666643,90.1973666643,0.0,125,0.126936,1.68492347455,-0.395689,131.86,-1.02404,-8.2354,-15.7113,0.0,121,230.6179207539339,28.6239,-0.0657457,352.561,0.700087,86000,9.705333096528193,2245.274378008151,25.0908,0.0,86000,1.68492347455,90.1973666643,5.12333,85,125,2.06117,1.66913551610196,830.0567762767669,2.22865,-0.156791,1.68492347455,350.466,16.666294253984233,-2.61839,350.466,133.426,-2.65871
1000.0,127.649,112.826608749,112.826608749,0.0,1000,0.129053,1.55759584325,-0.3878,127.649,-1.12407,-8.3032,-18.6568,0.0,124,603.9243926191499,41.6031,-0.0148654,375.532,0.752359,87000,10.459743409854127,2274.144885488524,30.099,0.0,87000,1.55759584325,112.826608749,5.70762,86,1000,2.33632,1.7448724465502892,830.0567762767669,2.32538,-0.0754569,1.55759584325,373.403,2.087239929009229,-2.99105,373.403,129.347,-3.20539
1000.0,138.736,267.125053098,267.125053098,0.0,1000,0.139767,4.54181819311,-0.394466,138.736,-1.32132,-8.28402,-16.2302,0.0,125,667.2942019069652,33.9519,0.0371497,362.895,0.723967,88000,7.527099750994239,2299.834799951088,33.5905,0.0,88000,4.54181819311,267.125053098,5.09903,87,1000,3.03389,1.4915526836412027,830.0567762767669,2.32984,-0.105914,4.54181819311,358.615,16.663313222001307,-2.79101,358.615,138.793,-2.18779
1000.0,132.378,678.99020606,678.99020606,0.0,1000,0.118841,13.1205255285,-0.368857,132.378,-0.954808,-8.3257,-17.7584,0.0,126,826.522597490051,68.2541,0.0879762,365.382,0.672403,89000,8.125159716641065,2326.142978454358,59.1028,0.0,89000,13.1205255285,678.99020606,5.27548,88,1000,2.16037,1.509150735597359,830.0567762767669,2.09177,-0.132571,13.1205255285,361.315,16.677316376997624,-2.31996,361.315,133.299,-2.87788
1000.0,135.62,142.197190454,142.197190454,0.0,1000,0.134238,2.9332407936,-0.389604,135.62,-1.26972,-8.06612,-14.2869,0.0,127,283.097698078692,29.9181,0.0481781,369.089,0.713861,90000,7.865478106687078,2352.3205872351828,27.4431,0.0,90000,2.9332407936,142.197190454,5.04674,89,1000,2.63081,1.5075628601189237,830.0567762767669,2.05339,-0.112468,2.9332407936,365.335,16.673163141007535,-2.3895,365.335,137.479,-0.909608
1000.0,135.383,805.167787902,805.167787902,0.0,1000,0.119019,19.1537166881,-0.38074,135.383,-1.05888,-8.17434,-15.6193,0.0,128,650.4863161194963,37.429,-0.00948314,372.172,0.672343,91000,8.990219646686455,2379.619776506064,30.5688,0.0,91000,19.1537166881,805.167787902,5.26254,90,1000,2.92515,1.6327361171715893,830.0567762767669,1.97617,-0.1063,19.1537166881,367.092,16.811616749007953,-2.23179,367.092,137.782,-3.71679
1000.0,136.7,230.910059576,230.910059576,0.0,1000,0.139387,4.21830547463,-0.397321,136.7,-1.33942,-8.13903,-15.3285,0.0,129,96.75838984952237,30.4641,-0.0294185,371.34,0.694438,92000,9.82143245037878,2407.839731900167,34.01,0.0,92000,4.21830547463,230.910059576,5.37994,91,1000,2.84735,1.7151765987509862,830.0567762767669,2.13818,-0.141075,4.21830547463,372.014,16.67507643098361,-2.5903,372.014,137.32,-0.0678444
1000.0,145.853,836.944847649,836.944847649,0.0,1000,0.119007,16.5931072483,-0.368713,145.853,-1.00895,-8.3974,-16.8909,0.0,130,402.80063845561517,28.6928,0.0715724,364.342,0.68321,93000,10.340316001005704,2436.6580611157697,29.7187,0.0,93000,16.5931072483,836.944847649,4.91197,92,1000,2.4888,1.792399626574479,830.0567762767669,2.26954,-0.0934499,16.5931072483,361.892,16.68929305500933,-2.29213,361.892,145.34,-2.96912
115.0,138.895,181.320386724,181.320386724,0.0,115,0.108834,3.68356576734,-0.374636,138.895,-0.883525,-8.33383,-19.2635,0.0,131,309.320905494843,31.262,0.0516367,364.72,0.688143,94000,10.465506307431497,2450.825081718125,33.001,0.0,94000,3.68356576734,181.320386724,5.83909,93,115,2.12624,1.76834585290635,830.0567762767669,2.00183,-0.13937,3.68356576734,363.412,16.681606285012094,-2.30665,363.412,139.519,-3.63363
1000.0,144.328,428.782413445,428.782413445,0.0,1000,0.120354,7.74439827525,-0.390226,144.328,-1.11094,-8.39122,-15.8365,0.0,133,278.921437299614,646.342,0.0209745,381.589,0.717201,95000,8.382914432906546,2477.416855602525,684.483,0.0,95000,7.74439827525,428.782413445,5.18851,94,1000,2.29068,1.5281720944331028,830.0567762767669,2.13041,-0.109322,7.74439827525,378.844,1.9323142110079061,-3.19028,378.844,145.451,-3.28335
1000.0,143.508,491.816568443,491.816568443,0.0,1000,0.114088,9.14851253049,-0.37664,143.508,-1.04809,-8.46033,-16.9732,0.0,134,579.3352804975997,30.1689,-0.0824609,387.496,0.691098,96000,7.941734482184984,2503.540437007585,33.1458,0.0,96000,9.14851253049,491.816568443,5.26876,95,1000,2.19036,1.5178110508713871,830.0567762767669,2.22376,-0.128102,9.14851253049,382.09,16.677181766019203,-2.74538,382.09,144.738,-3.60173
1000.0,139.423,589.759797334,589.759797334,0.0,1000,0.121785,11.3096983045,-0.381438,139.423,-1.17325,-8.23384,-15.9101,0.0,135,725.681942290981,31.5812,0.0234403,389.734,0.712207,97000,7.436669271963183,2529.1346109272854,30.7525,0.0,97000,11.3096983045,589.759797334,5.22518,96,1000,3.10029,1.4816112387634348,830.0567762767669,2.08679,-0.1178,11.3096983045,388.304,16.666010457003722,-3.28997,388.304,139.431,-3.61103
1000.0,136.753,689.04548227,689.04548227,0.0,1000,0.118582,15.9993010913,-0.361008,136.753,-1.6329,-8.55378,-16.5436,0.0,137,540.416836470778,41.7488,0.0164094,394.911,0.676748,98000,9.795428676705342,2557.2559886849485,49.7726,0.0,98000,15.9993010913,689.04548227,5.22309,97,1000,1.99973,1.634523386892397,830.0567762767669,2.16841,-0.120061,15.9993010913,395.019,16.69075581501238,-3.31906,395.019,136.077,-3.12318
1000.0,139.279,658.025818038,658.025818038,0.0,1000,0.113421,13.9142674842,-0.365357,139.279,-1.18149,-8.72023,-17.1065,0.0,138,276.28505274044824,30.9322,0.0346161,390.206,0.689729,99000,9.779066177696222,2585.3394620055333,33.8851,0.0,99000,13.9142674842,658.025818038,5.36982,98,1000,2.64286,1.6283129978983197,830.0567762767669,2.12958,-0.122347,13.9142674842,387.597,16.680761194002116,-2.44978,387.597,138.477,-4.05091
1000.0,147.637,553.960673589,553.960673589,0.0,1000,0.119816,10.6554804246,-0.381483,147.637,-1.21394,-8.27905,-15.5934,0.0,139,668.4654433504527,38.7836,-0.040143,382.495,0.706456,100000,10.805193847365445,2614.4455694315548,36.3402,0.0,100000,10.6554804246,553.960673589,5.63344,99,1000,2.04717,1.6349958646460436,830.0567762767669,2.03924,-0.144388,10.6554804246,377.963,16.680930200993316,-2.3255,377.963,148.231,-2.23957
1000.0,138.444,-3.46179196343,-3.46179196343,0.0,1000,0.126461,1.02253624097,-0.382377,138.444,-1.18932,-8.24568,-15.1133,0.0,141,125.96048374763154,32.3233,-0.0729464,389.747,0.712536,101000,10.478662538167555,2643.171390776697,33.535,0.0,101000,1.02253624097,-3.46179196343,5.88375,100,1000,2.08675,1.5735323149710894,830.0567762767669,2.19322,-0.124775,1.02253624097,387.542,16.66523522202624,-2.67499,387.542,139.16,-2.43183
1000.0,139.122,675.299287067,675.299287067,0.0,1000,0.119757,13.5690402482,-0.36941,139.122,-0.966306,-8.35365,-15.0703,0.0,142,350.01407398380985,45.7437,0.0556266,392.531,0.699621,102000,11.217208553833188,2673.0010623398994,39.934,0.0,102000,13.5690402482,675.299287067,5.41349,101,1000,2.49396,1.9487149103952106,830.0567762767669,2.11297,-0.115426,13.5690402482,390.856,16.673380657011876,-2.37121,390.856,139.522,-3.38865
1000.0,147.543,120.412892425,120.412892425,0.0,1000,0.123515,1.65802101927,-0.368697,147.543,-1.31108,-8.4479,-16.5744,0.0,143,266.7835641106057,43.2832,0.054566,394.09,0.698987,103000,8.132257567514898,2699.3260624721297,39.8428,0.0,103000,1.65802101927,120.412892425,4.84283,102,1000,2.59606,1.5256622316956054,830.0567762767669,2.23725,-0.124586,1.65802101927,389.883,16.6675457249803,-2.3659,389.883,149.284,-0.0734024
1000.0,138.429,815.073604519,815.073604519,0.0,1000,0.114645,16.3438484837,-0.377843,138.429,-1.04159,-8.24978,-15.3851,0.0,144,687.0586570454079,31.1633,-0.00720685,412.087,0.702476,104000,7.750974403490545,2725.266595837602,37.7938,0.0,104000,16.3438484837,815.073604519,4.86797,103,1000,1.97108,1.5145432999415789,830.0567762767669,2.12829,-0.137765,16.3438484837,409.878,16.66972714100848,-2.37752,409.878,139.194,-3.52196
1000.0,153.771,723.798036044,723.798036044,0.0,1000,0.126002,14.9182075627,-0.384635,153.771,-1.48244,-8.44691,-17.7988,0.0,147,301.41650576411024,42.1842,-0.00575352,386.251,0.690792,105000,7.464261949149659,2750.8910709721677,36.6596,0.0,105000,14.9182075627,723.798036044,5.62217,104,1000,2.35124,1.491766926337732,830.0567762767669,2.20542,-0.140253,14.9182075627,381.136,16.673940225009574,-2.94889,381.136,153.198,-2.80139
1000.0,150.323,181.506682868,181.506682868,0.0,1000,0.114993,2.81978981331,-0.360616,150.323,-1.134,-8.43514,-16.8255,0.0,148,566.6298225607139,36.4787,0.0285509,403.412,0.681658,106000,7.458152233506553,2776.497230111243,32.1123,0.0,106000,2.81978981331,181.506682868,5.43299,105,1000,2.45588,1.4882114145730156,830.0567762767669,2.06408,-0.105312,2.81978981331,399.142,16.671374432015,-2.58182,399.142,149.048,-3.07786
87.0,150.138,93.6081821888,93.6081821888,0.0,87,0.125807,1.84330307713,-0.368521,150.138,-1.16614,-8.44799,-15.3913,0.0,150,229.21981698592853,40.4329,0.0536085,377.675,0.706287,107000,7.693563488515792,2787.157562317967,32.4558,0.0,107000,1.84330307713,93.6081821888,5.56194,106,87,2.44076,1.5038965003041085,830.0567762767669,2.16844,-0.0838408,1.84330307713,375.395,16.664430688979337,-3.00227,375.395,150.025,-1.76537
43.0,150.584,36.729083948,36.729083948,0.0,43,0.116883,0.809299265258,-0.361303,150.584,-1.33072,-8.23477,-14.8351,0.0,151,220.2077388648994,43.6221,0.0201858,408.043,0.684983,108000,11.182235763408244,2800.9708981334406,37.0687,0.0,108000,0.809299265258,36.729083948,5.8877,107,43,3.43766,1.9183699250861537,830.0567762767669,1.99707,-0.12312,0.809299265258,403.121,1.4621724899916444,-2.15229,403.121,149.255,-1.87955
