episode-length-avg,qf1-std,return-max,return-min,StdProgress,episode-length-min,log-sigs-std,MaxProgress,log-sigs-mean,qf2-std,log-sigs-min,log-pi-mean,log-pi-min,episode-length-std,episodes,last-path-return,mean-sq-bellman-error1,policy-mus-mean,vf-avg,policy-mus-std,total-samples,time-train,time-total,mean-sq-bellman-error2,return-std,pool-size,AverageProgress,return-average,mean-qf-diff,epoch,episode-length-max,policy-mus-max,time-sample,max-path-return,log-pi-std,log-sigs-max,MinProgress,qf1-avg,time-eval,policy-mus-min,qf2-avg,vf-std,log-pi-max
1000.0,155.061,776.365039609,776.365039609,0.0,1000,0.114453,16.124482873,-0.361938,155.061,-1.02101,-8.4003,-16.946,0.0,153,100.51893969686404,30.9887,-0.0131177,403.885,0.692863,109000,9.478947607654845,2828.776413984393,26.1362,0.0,109000,16.124482873,776.365039609,5.25732,108,1000,3.02726,1.6353360843495466,830.0567762767669,2.16238,-0.114377,16.124482873,402.341,0.7395927410107106,-2.00855,402.341,154.871,-3.90706
1000.0,150.144,769.139965541,769.139965541,0.0,1000,0.125599,14.9715411107,-0.355684,150.144,-1.38044,-8.62658,-19.6905,0.0,154,599.7935767377746,41.3921,0.0246476,398.284,0.687164,110000,7.5280105448910035,2854.469493216806,34.5067,0.0,110000,14.9715411107,769.139965541,5.41744,109,1000,2.33998,1.502444345591357,830.0567762767669,2.22786,-0.11583,14.9715411107,391.551,16.668251213006442,-2.45443,391.551,151.235,-3.28226
1000.0,150.86,896.582405343,896.582405343,0.0,1000,0.142456,17.2846923248,-0.359647,150.86,-1.33117,-8.49293,-17.1918,0.0,155,332.6788952634696,44.3547,-0.0338769,403.963,0.704989,111000,10.214188492187532,2883.057667981804,37.0877,0.0,111000,17.2846923248,896.582405343,5.70728,110,1000,2.81109,1.7087360578007065,830.0567762767669,2.20118,-0.0657895,17.2846923248,399.996,16.667213342996547,-2.8038,399.996,149.221,-0.207371
1000.0,149.338,770.631923119,770.631923119,0.0,1000,0.116086,15.7709597398,-0.356919,149.338,-1.16753,-8.54965,-15.9252,0.0,156,656.4693207119151,214.545,0.0522544,413.588,0.65996,112000,10.198635649023345,2911.5464584668516,241.24,0.0,112000,15.7709597398,770.631923119,5.20298,111,1000,2.30955,1.618563284020638,830.0567762767669,2.20345,-0.110331,15.7709597398,410.765,16.667141662997892,-2.36179,410.765,149.133,-3.28926
1000.0,154.369,124.116179104,124.116179104,0.0,1000,0.118723,1.90770219368,-0.348621,154.369,-1.00524,-8.79905,-19.675,0.0,157,350.0445721205398,33.3895,0.12415,383.8,0.65602,113000,11.818372819107026,2941.9595928446215,33.2071,0.0,113000,1.90770219368,124.116179104,5.18455,112,1000,2.82622,1.920458774693543,830.0567762767669,2.33225,-0.0591487,1.90770219368,380.763,16.67468443600228,-2.25394,380.763,154.659,-3.30568
1000.0,153.668,221.014203944,221.014203944,0.0,1000,0.122718,3.87704038681,-0.347321,153.668,-1.25585,-8.72879,-17.1401,0.0,159,459.3417695607375,45.7845,0.00453014,391.881,0.698538,114000,9.320777619985165,2969.5208516310668,33.4106,0.0,114000,3.87704038681,221.014203944,5.33021,113,1000,2.4629,1.5730480634374544,830.0567762767669,2.1497,-0.0596291,3.87704038681,391.817,16.66979789600009,-2.68784,391.817,148.962,-2.7885
1000.0,147.025,727.800967921,727.800967921,0.0,1000,0.118662,14.669238837,-0.348034,147.025,-1.20121,-8.58389,-16.291,0.0,160,856.6750579106277,32.8838,0.0779905,415.83,0.678148,115000,9.397338506794767,2997.120618303219,33.1118,0.0,115000,14.669238837,727.800967921,5.56984,114,1000,2.24581,1.5368715163785964,856.6750579106277,1.97898,-0.101881,14.669238837,410.549,16.67088631002116,-2.03107,410.549,147.154,-1.29876
1000.0,151.867,76.874038407,76.874038407,0.0,1000,0.133928,0.929328697869,-0.367785,151.867,-1.24279,-8.42317,-21.1894,0.0,161,540.4892520798952,48.3107,-0.0572768,411.37,0.695324,116000,8.528646955412114,3023.8462204909883,45.543,0.0,116000,0.929328697869,76.874038407,5.18754,115,1000,2.85467,1.519299400417367,856.6750579106277,2.20532,-0.107035,0.929328697869,409.935,16.67110788798891,-2.42646,409.935,150.642,-3.60854
1000.0,151.489,335.831678754,335.831678754,0.0,1000,0.121573,6.00121689191,-0.363336,151.489,-1.12009,-8.393,-14.9393,0.0,162,803.0895649811345,34.0184,-0.0142644,419.003,0.686096,117000,9.15796205427614,3051.254866632429,35.2312,0.0,117000,6.00121689191,335.831678754,5.07225,116,1000,2.58712,1.5791489421098959,856.6750579106277,1.97079,-0.0937528,6.00121689191,417.775,16.675799789984012,-2.70147,417.775,151.27,-3.59588
1000.0,152.572,876.184140385,876.184140385,0.0,1000,0.134429,18.451581954,-0.362427,152.572,-1.13165,-8.36797,-20.9867,0.0,163,337.1962645358164,40.9139,0.0138013,413.469,0.683055,118000,7.507967645244207,3076.928037283942,38.0943,0.0,118000,18.451581954,876.184140385,5.59145,117,1000,2.31066,1.495828332263045,856.6750579106277,2.33727,-0.0714128,18.451581954,406.252,16.67095523601165,-2.37557,406.252,152.325,-2.77235
1000.0,156.445,802.739824262,802.739824262,0.0,1000,0.123369,15.2914848728,-0.365062,156.445,-1.16993,-8.6223,-16.2606,0.0,166,162.48079589760778,30.1048,0.0557029,412.205,0.684252,119000,7.481451440631645,3102.565995665558,28.7886,0.0,119000,15.2914848728,802.739824262,5.38513,118,1000,2.69004,1.475603776954813,856.6750579106277,2.2388,-0.0835096,15.2914848728,411.665,16.67107551099616,-2.33857,411.665,155.038,-3.14403
1000.0,151.878,210.130029333,210.130029333,0.0,1000,0.11531,3.60829408033,-0.358331,151.878,-1.0746,-8.59264,-16.6357,0.0,167,480.42079647239046,41.3023,-0.00668549,410.338,0.694903,120000,7.553928931418341,3128.3077179661486,36.1679,0.0,120000,3.60829408033,210.130029333,6.06789,119,1000,2.1097,1.4988070582039654,856.6750579106277,2.12321,-0.0863251,3.60829408033,409.827,16.684949079994112,-2.38063,409.827,152.795,-2.10583
1000.0,152.726,754.199485462,754.199485462,0.0,1000,0.120773,14.5935397921,-0.35647,152.726,-1.26744,-8.60599,-14.6056,0.0,168,365.136658597608,60.0372,-0.0152904,431.762,0.691825,121000,8.157564134744462,3154.667536575609,75.2603,0.0,121000,14.5935397921,754.199485462,5.67136,120,1000,2.3388,1.530340221710503,856.6750579106277,2.08938,-0.0816188,14.5935397921,431.987,16.693110438995063,-2.4574,431.987,151.718,0.308972
1000.0,153.7,768.347185251,768.347185251,0.0,1000,0.125643,14.7021217803,-0.354597,153.7,-1.1719,-8.5998,-15.7635,0.0,169,510.73205566534256,37.6448,0.086603,427.862,0.678545,122000,12.899561587924836,3186.362025637849,38.6353,0.0,122000,14.7021217803,768.347185251,4.96342,121,1000,2.21033,2.111196370329708,856.6750579106277,2.22637,-0.0227062,14.7021217803,423.794,16.675835953006754,-2.39622,423.794,153.634,-2.97325
1000.0,155.645,473.623859113,473.623859113,0.0,1000,0.137081,8.76353167369,-0.36735,155.645,-1.17946,-8.50674,-14.7171,0.0,171,68.22391155124039,42.559,0.0707008,440.12,0.688459,123000,12.135980614897562,3217.1723143708077,44.5041,0.0,123000,8.76353167369,473.623859113,5.2859,122,1000,2.46518,2.0041952650644816,856.6750579106277,2.11003,-0.0952437,8.76353167369,436.374,16.6822857640218,-2.09079,436.374,157.103,-1.85571
1000.0,161.012,806.085963764,806.085963764,0.0,1000,0.122918,15.3727024086,-0.367311,161.012,-1.0651,-8.3311,-14.8879,0.0,176,54.14808418588339,42.8021,0.0220921,417.335,0.689258,124000,11.769890306604793,3247.5369225217146,48.227,0.0,124000,15.3727024086,806.085963764,4.99259,123,1000,2.63669,1.9250229353201576,856.6750579106277,2.12754,-0.0978121,15.3727024086,410.609,16.67167962298845,-2.87154,410.609,161.493,-3.25042
1000.0,157.412,883.98139086,883.98139086,0.0,1000,0.136786,17.1200766189,-0.352,157.412,-1.73902,-8.66077,-18.7378,0.0,177,297.3370703440318,38.166,-0.00323481,408.632,0.646029,125000,11.124450106261065,3277.333108490682,33.3304,0.0,125000,17.1200766189,883.98139086,5.36693,124,1000,2.07197,2.0030510856886394,856.6750579106277,2.16474,-0.0674619,17.1200766189,406.488,16.67270806900342,-2.24899,406.488,156.842,0.271072
1000.0,157.529,167.980504484,167.980504484,0.0,1000,0.116684,2.62471284182,-0.354739,157.529,-0.980546,-8.53894,-16.4863,0.0,179,270.4008714805169,40.0392,0.0346285,428.354,0.68041,126000,11.021217178786173,3306.7043016625394,39.1131,0.0,126000,2.62471284182,167.980504484,5.54825,125,1000,2.54671,1.6733122860023286,856.6750579106277,2.16872,-0.0949866,2.62471284182,425.89,16.672110900020925,-2.39624,425.89,156.198,-3.37257
1000.0,151.244,390.303137503,390.303137503,0.0,1000,0.120371,6.97108424714,-0.347553,151.244,-1.16002,-8.59306,-19.4969,0.0,180,852.5752808946686,40.921,0.0446527,437.164,0.699389,127000,10.289918167080032,3335.261432997562,41.3071,0.0,127000,6.97108424714,390.303137503,5.38958,126,1000,2.49198,1.5970731399138458,856.6750579106277,2.31791,-0.107849,6.97108424714,433.709,16.68194991000928,-3.12159,433.709,149.896,-2.44049
1000.0,156.859,1008.74849125,1008.74849125,0.0,1000,0.123886,19.4042931728,-0.357739,156.859,-1.1877,-8.6179,-21.967,0.0,181,227.01354832102768,40.1277,-0.0199219,452.206,0.709052,128000,10.031673538411269,3363.582081683213,47.5694,0.0,128000,19.4042931728,1008.74849125,5.62916,127,1000,2.97477,1.622767633292824,856.6750579106277,2.23319,-0.0799433,19.4042931728,446.7,16.664718949992675,-2.99309,446.7,156.706,-1.34266
1000.0,151.014,376.004659219,376.004659219,0.0,1000,0.128056,6.75051818869,-0.359388,151.014,-1.20437,-8.735,-18.7669,0.0,182,558.0614843007799,38.7038,-0.0407479,435.115,0.688949,129000,13.15581528385519,3395.5405879641767,40.214,0.0,129000,6.75051818869,376.004659219,5.29855,128,1000,2.14819,2.1264660500455648,856.6750579106277,2.47998,-0.113458,6.75051818869,430.194,16.666727431002073,-2.64219,430.194,147.675,-3.97297
1000.0,148.127,893.217762984,893.217762984,0.0,1000,0.112788,19.0733145112,-0.356154,148.127,-0.944418,-8.73511,-19.2579,0.0,183,971.5053098286243,41.4352,-0.00508049,444.452,0.683656,130000,12.899125214520609,3427.343112743896,41.4987,0.0,130000,19.0733145112,893.217762984,5.72515,129,1000,2.08612,2.2296365862130187,971.5053098286243,2.36857,-0.0716529,19.0733145112,443.234,16.681928891019197,-2.46597,443.234,147.305,-3.38082
1000.0,152.981,164.433306662,164.433306662,0.0,1000,0.123467,3.13081372858,-0.348724,152.981,-1.18941,-8.64431,-16.4248,0.0,184,185.41523832193855,42.5588,0.0406958,424.79,0.668352,131000,11.268648275494343,3457.078280052956,38.7439,0.0,131000,3.13081372858,164.433306662,5.47135,130,1000,2.59468,1.7905613905168138,971.5053098286243,2.22522,-0.10575,3.13081372858,424.205,16.679490317008458,-2.78809,424.205,153.583,-2.20988
1000.0,151.941,384.900484289,384.900484289,0.0,1000,0.125629,8.28211968365,-0.355745,151.941,-1.13033,-8.38668,-14.5866,0.0,185,251.66345053457871,35.3556,-0.0149331,456.036,0.68521,132000,8.387820650706999,3483.6673715049983,31.2392,0.0,132000,8.28211968365,384.900484289,5.23439,131,1000,2.12799,1.5333750723220874,971.5053098286243,2.12054,-0.079272,8.28211968365,450.941,16.676116601011017,-2.43684,450.941,151.464,-2.50975
1000.0,162.506,686.263887848,686.263887848,0.0,1000,0.133231,13.2509289656,-0.359874,162.506,-1.28785,-8.51223,-17.7507,0.0,187,243.1318402037908,53.3255,0.0492637,437.152,0.686037,133000,8.683663030271418,3510.5758764373313,46.3239,0.0,133000,13.2509289656,686.263887848,5.70185,132,1000,2.11052,1.5468008400930557,971.5053098286243,2.18737,-0.105233,13.2509289656,430.566,16.66922606501612,-2.52084,430.566,162.109,-1.77798
1000.0,151.38,808.154847972,808.154847972,0.0,1000,0.116587,15.5747446737,-0.335977,151.38,-1.06529,-8.65891,-15.9433,0.0,188,522.1040608046507,40.72,0.0035983,448.251,0.667479,134000,8.807167008431861,3537.582618736138,32.1376,0.0,134000,15.5747446737,808.154847972,5.51257,133,1000,2.23411,1.52667401637882,971.5053098286243,2.28908,-0.108849,15.5747446737,444.084,16.68021287198644,-2.5781,444.084,150.909,-2.85178
1000.0,158.054,677.665313043,677.665313043,0.0,1000,0.134863,15.0067239017,-0.350399,158.054,-1.3164,-8.51703,-17.6162,0.0,189,255.58913765535289,44.5586,0.0597271,439.641,0.675271,135000,11.565163992287125,3567.76796880021,39.4141,0.0,135000,15.0067239017,677.665313043,5.16416,134,1000,2.60783,1.943108107894659,971.5053098286243,2.1985,-0.111464,15.0067239017,437.518,16.67932532299892,-2.53683,437.518,156.67,-2.65005
1000.0,155.185,884.23587457,884.23587457,0.0,1000,0.114516,17.0283260597,-0.332539,155.185,-1.06586,-8.68622,-15.6068,0.0,191,52.72909768704371,41.5428,-0.00614476,448.716,0.687351,136000,11.938307451026049,3598.2829814103607,36.9997,0.0,136000,17.0283260597,884.23587457,5.49528,135,1000,2.20172,1.9043268060486298,971.5053098286243,2.14204,-0.085947,17.0283260597,443.025,16.678458423994016,-2.51595,443.025,154.879,-3.19139
1000.0,152.381,926.063855792,926.063855792,0.0,1000,0.126206,18.3404569752,-0.338622,152.381,-1.14103,-8.67927,-17.2825,0.0,192,390.4082625554138,49.3124,0.0262192,432.49,0.686419,137000,10.995707031455822,3627.6360950110247,45.9675,0.0,137000,18.3404569752,926.063855792,5.25001,136,1000,2.46095,1.692444919171976,971.5053098286243,2.16448,-0.0841803,18.3404569752,428.402,16.66973151799175,-2.34184,428.402,151.39,-2.28131
1000.0,148.822,748.279050375,748.279050375,0.0,1000,0.131448,14.4549118546,-0.351872,148.822,-1.11589,-8.6754,-15.1926,0.0,195,174.38937505974866,48.3224,0.0176839,439.293,0.685589,138000,11.421658518665936,3657.5072409670975,46.4027,0.0,138000,14.4549118546,748.279050375,5.86622,137,1000,2.20877,1.7798595764325,971.5053098286243,2.23263,-0.0982877,14.4549118546,430.681,16.671023071015952,-2.64183,430.681,150.345,-2.33168
1000.0,138.678,525.304643167,525.304643167,0.0,1000,0.112296,9.70998482092,-0.351333,138.678,-0.902615,-8.36742,-17.4378,0.0,196,631.4323427416693,47.2234,0.0780586,456.67,0.705773,139000,8.625078167620813,3684.327427301352,42.0408,0.0,139000,9.70998482092,525.304643167,5.75725,138,1000,2.21246,1.5335577986843418,971.5053098286243,2.23647,-0.0880561,9.70998482092,452.073,16.663653830997646,-2.00811,452.073,139.094,-3.31046
1000.0,151.76,1006.70322991,1006.70322991,0.0,1000,0.128011,19.8743584276,-0.332959,151.76,-1.24152,-8.81373,-13.8832,0.0,197,1033.861496942784,38.0876,-0.00140133,427.712,0.656724,140000,8.89487930884934,3711.466498205642,35.3115,0.0,140000,19.8743584276,1006.70322991,5.26298,139,1000,2.28585,1.5823521144047845,1033.861496942784,2.0128,-0.084509,19.8743584276,421.702,16.66580666298978,-3.42711,421.702,152.154,-2.39924
1000.0,155.189,540.520577866,540.520577866,0.0,1000,0.120603,9.96680526889,-0.343039,155.189,-1.10185,-8.48085,-15.608,0.0,198,82.95488589024905,34.3368,0.0432808,461.588,0.681048,141000,9.993366602691822,3739.724187107524,39.818,0.0,141000,9.96680526889,540.520577866,5.9869,140,1000,3.21856,1.5898470711545087,1033.861496942784,2.03187,-0.0540884,9.96680526889,457.223,16.666040547017474,-2.56315,457.223,153.743,-2.46448
436.0,148.906,519.397869674,519.397869674,0.0,436,0.123598,10.0807766649,-0.335659,148.906,-1.14066,-8.63326,-19.1317,0.0,199,840.345316374227,46.8292,-0.0141756,446.392,0.670303,142000,10.680815366940806,3759.609690385958,35.5007,0.0,142000,10.0807766649,519.397869674,5.59073,141,436,2.80009,1.9173326864256524,1033.861496942784,2.18384,-0.057054,10.0807766649,446.979,16.685955256980378,-2.33054,446.979,148.709,-3.87691
1000.0,151.641,703.719129943,703.719129943,0.0,1000,0.134005,13.3224329029,-0.336999,151.641,-0.992465,-8.61292,-17.6899,0.0,200,145.26945112215117,43.6476,0.0279246,432.692,0.662511,143000,10.31086330107064,3788.460177019151,42.4184,0.0,143000,13.3224329029,703.719129943,5.94011,142,1000,2.11175,1.8713855691603385,1033.861496942784,2.22018,-0.0567392,13.3224329029,430.928,7.27589399201679,-2.66013,430.928,153.014,-3.05897
1000.0,142.818,733.19795378,733.19795378,0.0,1000,0.125637,14.2072454099,-0.357838,142.818,-1.21956,-8.38021,-14.9129,0.0,202,312.59382740625966,30.9766,-0.0538587,466.988,0.721049,144000,9.160914375795983,3816.0466917886224,30.4286,0.0,144000,14.2072454099,733.19795378,5.22887,143,1000,1.91836,1.7481846006703563,1033.861496942784,2.16973,-0.0567234,14.2072454099,462.049,16.671276011998998,-2.5513,462.049,143.828,-2.88548
1000.0,154.084,786.646575023,786.646575023,0.0,1000,0.121792,15.5862725209,-0.340821,154.084,-0.982006,-8.64996,-18.115,0.0,203,303.53343679271757,42.9148,0.0111116,447.045,0.682338,145000,7.614142950304085,3841.835320658807,41.7041,0.0,145000,15.5862725209,786.646575023,5.43309,144,1000,2.82854,1.5049837578844745,1033.861496942784,2.20887,-0.094702,15.5862725209,444.923,16.678761710994877,-2.24956,444.923,154.813,-2.79247
1000.0,156.411,536.088331916,536.088331916,0.0,1000,0.118823,9.9555154403,-0.334652,156.411,-1.15721,-8.63758,-18.6453,0.0,205,261.75049607202465,34.7048,0.00888773,429.875,0.663477,146000,7.459431590599706,3867.461062641494,34.4147,0.0,146000,9.9555154403,536.088331916,4.9647,145,1000,2.60753,1.4883369180897716,1033.861496942784,2.45644,-0.0589826,9.9555154403,427.712,16.67379458900541,-2.34268,427.712,155.779,-2.5308
1000.0,158.994,778.405774354,778.405774354,0.0,1000,0.120792,15.7027218552,-0.338569,158.994,-1.32173,-8.73411,-14.5929,0.0,207,587.5458422338984,46.3903,0.0115484,438.297,0.663728,147000,9.229542922665132,3894.915088611946,48.0232,0.0,147000,15.7027218552,778.405774354,5.47041,146,1000,2.31381,1.554932511789957,1033.861496942784,1.93572,-0.0911674,15.7027218552,434.687,16.679115106991958,-2.54086,434.687,160.123,-3.43302
1000.0,151.152,892.990923738,892.990923738,0.0,1000,0.147996,17.3109619495,-0.345869,151.152,-1.48172,-8.53473,-16.6423,0.0,208,336.87535390525784,50.3353,0.0242252,441.931,0.669549,148000,9.300574090128066,3922.4676678746473,37.3916,0.0,148000,17.3109619495,892.990923738,5.24808,147,1000,2.40442,1.5847770555410534,1033.861496942784,2.13034,-0.119566,17.3109619495,441.021,16.67351683002198,-2.50266,441.021,150.106,-1.43594
1000.0,142.473,1078.78879776,1078.78879776,0.0,1000,0.119409,20.86713567,-0.337695,142.473,-1.07405,-8.7838,-17.1251,0.0,209,1011.5362183892828,43.0979,-0.000131004,460.383,0.657847,149000,9.16219853417715,3949.84012141687,42.4,0.0,149000,20.86713567,1078.78879776,5.26468,148,1000,2.47345,1.5437369060819037,1033.861496942784,2.26899,-0.0864337,20.86713567,454.552,16.667225160985254,-2.58269,454.552,143.156,-3.73028
1000.0,153.781,659.943777126,659.943777126,0.0,1000,0.118184,13.0162555537,-0.333716,153.781,-1.05875,-8.69621,-17.6632,0.0,210,336.6655890192289,32.6384,-0.0369411,441.012,0.672936,150000,8.210638989403378,3976.2477005556575,33.7672,0.0,150000,13.0162555537,659.943777126,5.29825,149,1000,1.96139,1.5219593163928948,1033.861496942784,2.17751,-0.0941945,13.0162555537,436.292,16.67069109500153,-3.24083,436.292,154.122,-3.59141
1000.0,151.308,807.101300922,807.101300922,0.0,1000,0.110826,15.9299321401,-0.323044,151.308,-0.904993,-8.68333,-14.8858,0.0,211,578.4927612909481,37.2218,0.0212648,453.014,0.640264,151000,8.472355689911637,4002.939565395791,40.1789,0.0,151000,15.9299321401,807.101300922,4.82106,150,1000,2.0561,1.5488893001747783,1033.861496942784,2.06794,-0.0637887,15.9299321401,450.638,16.676717700000154,-2.34308,450.638,147.851,-3.48682
447.0,162.059,740.854695473,740.854695473,0.0,447,0.14575,14.4831920117,-0.343484,162.059,-1.33262,-8.52751,-19.3953,0.0,212,276.1413785503321,45.1619,0.0192379,441.928,0.695618,152000,12.501388001343003,4025.017303761153,48.2242,0.0,152000,14.4831920117,740.854695473,5.37235,151,447,2.87529,2.10726787900785,1033.861496942784,2.23908,-0.0955134,14.4831920117,441.352,16.686667677015066,-3.04657,441.352,162.339,-0.685411
1000.0,146.535,516.913238208,516.913238208,0.0,1000,0.112064,9.50068738727,-0.336867,146.535,-0.835385,-8.6611,-17.1338,0.0,213,555.6800671889858,49.374,0.089481,456.125,0.639663,153000,8.433393339975737,4051.6571321514202,33.7817,0.0,153000,9.50068738727,516.913238208,5.6304,152,1000,2.33993,1.535126719303662,1033.861496942784,2.20549,-0.0862001,9.50068738727,455.013,7.452879693999421,-2.61364,455.013,146.756,-4.40392
1000.0,160.252,242.28168088,242.28168088,0.0,1000,0.125278,4.28162460526,-0.334142,160.252,-1.16086,-8.73013,-18.4001,0.0,214,749.742505037593,40.7799,0.0204562,441.181,0.668735,154000,8.147262543876423,4077.9791301050864,40.2845,0.0,154000,4.28162460526,242.28168088,5.19376,153,1000,4.05142,1.5088987367926165,1033.861496942784,2.33919,-0.0743564,4.28162460526,437.273,16.675075170991477,-2.72077,437.273,161.192,-2.28516
555.0,156.956,767.26049994,767.26049994,0.0,555,0.132318,14.9469085871,-0.340764,156.956,-1.08302,-8.43901,-17.966,0.0,215,958.5320991695922,48.2171,-0.0263393,440.526,0.674607,155000,7.7179627130390145,4096.451950976654,43.7036,0.0,155000,14.9469085871,767.26049994,5.7892,154,555,2.615,1.4968345675733872,1033.861496942784,2.35964,-0.0841287,14.9469085871,438.416,16.669257809990086,-3.01387,438.416,155.694,-2.64664
1000.0,152.844,643.50550217,643.50550217,0.0,1000,0.127522,12.1594846828,-0.347797,152.844,-1.4817,-8.47521,-14.9082,0.0,216,692.119384212117,40.3285,0.0354291,444.804,0.671731,156000,9.45632647437742,4124.155620145437,34.3718,0.0,156000,12.1594846828,643.50550217,5.53653,155,1000,2.44862,1.5795161964197177,1033.861496942784,1.99751,-0.0889669,12.1594846828,441.188,9.26861270601512,-3.91337,441.188,152.551,-1.03396
1000.0,157.636,1211.20291642,1211.20291642,0.0,1000,0.131005,23.751395683,-0.335539,157.636,-0.946893,-8.79007,-17.127,0.0,217,478.3657448246685,48.2148,0.0426994,453.935,0.661163,157000,9.600295948621351,4152.0454145890835,45.8696,0.0,157000,23.751395683,1211.20291642,5.31936,156,1000,2.78627,1.616705706983339,1033.861496942784,2.15158,-0.102379,23.751395683,449.969,16.666343532007886,-2.70827,449.969,156.989,-3.93047
1000.0,154.699,767.402852727,767.402852727,0.0,1000,0.136969,14.8973809136,-0.344884,154.699,-1.36454,-8.62035,-19.4798,0.0,218,162.47863094834358,62.6545,0.049919,448.458,0.670997,158000,9.723159791348735,4180.020446295006,45.1994,0.0,158000,14.8973809136,767.402852727,5.86085,157,1000,2.17925,1.5784384715079796,1033.861496942784,2.22652,-0.10034,14.8973809136,445.805,16.66919727800996,-2.76888,445.805,154.243,-2.0265
1000.0,159.247,996.167564701,996.167564701,0.0,1000,0.118196,19.5208229658,-0.34364,159.247,-0.954007,-8.59292,-17.901,0.0,219,553.5480416551785,51.9196,0.0685052,454.03,0.681333,159000,7.428138819755986,4205.608578647167,46.2451,0.0,159000,19.5208229658,996.167564701,5.30011,158,1000,3.83466,1.4870665374328382,1033.861496942784,2.14117,-0.119281,19.5208229658,445.922,16.67435058800038,-2.45866,445.922,159.105,-4.81882
1000.0,158.821,448.177677295,448.177677295,0.0,1000,0.120787,8.1572485194,-0.327839,158.821,-1.10874,-8.71278,-17.852,0.0,220,884.4681573172245,39.0807,0.0244833,462.653,0.655486,160000,8.1244832163502,4231.91786896906,44.5445,0.0,160000,8.1572485194,448.177677295,5.74588,159,1000,2.41453,1.5114476955495775,1033.861496942784,2.36572,-0.055891,8.1572485194,462.134,16.680207777011674,-2.63863,462.134,157.656,-3.65398
1000.0,161.5,939.219665371,939.219665371,0.0,1000,0.117707,18.3888589957,-0.330387,161.5,-1.50967,-8.96596,-18.2147,0.0,221,489.69551283155084,59.6667,0.0575543,454.972,0.688358,161000,9.118244746437995,4259.272783295077,54.2442,0.0,161000,18.3888589957,939.219665371,5.31541,160,1000,3.75323,1.570098343596328,1033.861496942784,2.34453,-0.0760913,18.3888589957,454.686,16.67233028600458,-2.7816,454.686,161.946,-2.705
1000.0,162.606,767.051576242,767.051576242,0.0,1000,0.129948,14.6271111978,-0.33639,162.606,-1.45922,-8.71096,-16.8609,0.0,223,24.90868270184501,56.3563,0.0216064,461.6,0.665267,162000,9.437399669695878,4286.979723360273,41.0059,0.0,162000,14.6271111978,767.051576242,5.48006,161,1000,3.95857,1.5935644044948276,1033.861496942784,2.36581,-0.0959434,14.6271111978,459.754,16.669180602999404,-2.50163,459.754,162.397,-1.72654
1000.0,158.276,1136.7339448,1136.7339448,0.0,1000,0.121164,22.08025359,-0.334544,158.276,-1.17929,-8.70537,-17.5107,0.0,224,228.61779332326464,53.5479,-0.0711636,462.124,0.677782,163000,9.860747522761812,4315.117760102003,50.5691,0.0,163000,22.08025359,1136.7339448,5.4161,162,1000,2.74957,1.612282042944571,1033.861496942784,2.32141,-0.0846979,22.08025359,458.757,16.67773234602646,-2.46755,458.757,158.177,-2.44855
416.0,160.342,521.073368323,521.073368323,0.0,416,0.115916,10.1201235056,-0.338519,160.342,-1.07421,-8.72694,-15.9951,0.0,226,600.9843151110178,52.1136,0.00414314,446.047,0.683599,164000,9.489388775109546,4333.14031700106,46.5082,0.0,164000,10.1201235056,521.073368323,5.77035,163,416,2.8655,1.5906022449489683,1033.861496942784,2.05936,-0.0932016,10.1201235056,449.827,16.667978929006495,-3.419,449.827,159.15,-1.82226
1000.0,167.458,674.112009706,674.112009706,0.0,1000,0.134851,13.3089353445,-0.350923,167.458,-1.29332,-8.62118,-19.9507,0.0,228,151.81088489598176,46.3207,-0.0104858,471.395,0.686884,165000,10.48933414593921,4361.911446270824,41.5516,0.0,165000,13.3089353445,674.112009706,5.38662,164,1000,3.09463,1.6170048728527036,1033.861496942784,2.13828,-0.0634198,13.3089353445,470.683,6.944302030984545,-2.35809,470.683,163.79,-3.31153
1000.0,162.918,140.964036267,140.964036267,0.0,1000,0.108072,2.32990971599,-0.327762,162.918,-1.19448,-8.53551,-18.2966,0.0,229,438.1248765450421,39.8856,0.0398365,463.633,0.655703,166000,12.100236601894721,4392.544871477701,36.5191,0.0,166000,2.32990971599,140.964036267,5.03607,165,1000,2.22495,1.861867393978173,1033.861496942784,2.13374,-0.0735098,2.32990971599,457.483,16.67141616900335,-2.61505,457.483,163.524,-2.43996
1000.0,163.117,1079.07809503,1079.07809503,0.0,1000,0.105008,21.9728176859,-0.320221,163.117,-0.848776,-8.7067,-15.3111,0.0,230,590.5982690608977,42.5558,0.0161552,454.927,0.644773,167000,11.00224657903891,4422.028618695214,33.7209,0.0,167000,21.9728176859,1079.07809503,5.15799,166,1000,2.5148,1.7964224095048849,1033.861496942784,1.8973,-0.0953902,21.9728176859,456.517,16.683639202994527,-2.37844,456.517,161.37,-4.39629
1000.0,168.254,621.558447696,621.558447696,0.0,1000,0.117109,11.6333216662,-0.327271,168.254,-1.16832,-8.78883,-16.8795,0.0,231,589.3259216373583,44.071,-0.0190895,469.589,0.677177,168000,10.99066102359211,4451.5437848453,38.8331,0.0,168000,11.6333216662,621.558447696,5.47754,167,1000,2.3922,1.8531946935108863,1033.861496942784,2.18745,-0.085933,11.6333216662,471.096,16.68025592601043,-2.545,471.096,166.373,-1.95299
