episodes,log-sigs-mean,episode-length-std,log-pi-max,FinalGoalDistanceMin,time-eval,return-min,qf1-std,FinalArmDistanceAvg,epoch,FinalGoalDistanceStd,policy-mus-std,vf-std,max-path-return,policy-mus-min,log-sigs-max,FinalArmDistanceStd,qf2-avg,time-train,last-path-return,log-sigs-std,FinalArmDistanceMin,time-sample,vf-avg,log-pi-mean,episode-length-avg,mean-qf-diff,mean-sq-bellman-error2,time-total,mean-sq-bellman-error1,FinalGoalDistanceMax,qf1-avg,return-max,FinalGoalDistanceAvg,return-std,qf2-std,log-pi-min,pool-size,policy-mus-mean,FinalArmDistanceMax,episode-length-max,policy-mus-max,total-samples,return-average,log-pi-std,episode-length-min,log-sigs-min
890,-0.265773,0.0,-1.82339,0.00168441858947,5.006722645999616,-125.957777218,67.0117,0.117504203096,266,0.0,0.360238,66.9973,[-305.03343098],-0.95124,-0.0936677,0.0,-3.86391,3.7240805530436774,[-383.39239332],0.0791587,0.117504203096,1.3278659710085776,-2.00332,-3.40515,300.0,0.887291,0.574795,2861.8911858990887,1.94401,0.00168441858947,-3.86391,-125.957777218,0.00168441858947,0.0,67.0117,-8.73165,267000,-0.0737813,0.117504203096,300,0.900378,267000,-125.957777218,1.16528,300,-0.496198
893,-0.262288,0.0,-1.67154,0.00745728606478,5.029747979999229,-132.961821219,67.8285,0.116180651601,267,0.0,0.340853,67.8381,[-305.03343098],-0.921373,-0.0891339,0.0,-5.35308,4.091702621994045,[-420.51444385],0.0793665,0.116180651601,1.4957175030049257,-3.41601,-3.3473,300.0,0.863863,0.614689,2872.4989221350825,1.66195,0.00745728606478,-5.35308,-132.961821219,0.00745728606478,0.0,67.8285,-7.0692,268000,-0.0586696,0.116180651601,300,0.837527,268000,-132.961821219,1.01528,300,-0.489664
896,-0.255816,0.0,-1.68939,0.007458347884,5.015305218999856,-130.766396481,70.1531,0.117291240867,268,0.0,0.369803,69.8916,[-305.03343098],-0.998031,-0.0436431,0.0,-9.0296,4.274787572978312,[-358.18136393],0.0827949,0.117291240867,1.5635266329954902,-6.49184,-3.53527,300.0,0.947901,0.813406,2883.341289439055,0.82809,0.007458347884,-9.0296,-130.766396481,0.007458347884,0.0,70.1531,-7.75886,269000,-0.0486094,0.117291240867,300,1.07594,269000,-130.766396481,1.3336,300,-0.490382
900,-0.257093,0.0,-1.65469,0.0111836378197,5.00841464000041,-145.709056747,73.4726,0.116930941717,269,0.0,0.381957,72.7336,[-305.03343098],-0.88394,-0.112811,0.0,-13.8435,4.9937529870094295,[-446.96830131],0.0837128,0.116930941717,1.9147317009974358,-11.5899,-3.58307,300.0,0.892899,1.51469,2895.269498734062,1.31788,0.0111836378197,-13.8435,-145.709056747,0.0111836378197,0.0,73.4726,-7.74846,270000,-0.0687594,0.116930941717,300,1.05058,270000,-145.709056747,1.35248,300,-0.501333
903,-0.266687,0.0,-1.61672,0.00801125906704,5.021312462999049,-155.535314796,69.7966,0.115180703117,270,0.0,0.375314,70.0858,[-305.03343098],-1.1216,-0.123829,0.0,-5.87939,4.247166224016837,[-404.16808703],0.0793336,0.115180703117,1.5409914920019219,-3.81926,-3.41128,300.0,0.839487,0.727053,2906.0597688020807,1.03832,0.00801125906704,-5.87939,-155.535314796,0.00801125906704,0.0,69.7966,-6.9188,271000,-0.0346523,0.115180703117,300,1.1308,271000,-155.535314796,1.12761,300,-0.494076
906,-0.270467,0.0,-1.84549,0.0113433262066,5.002652023000337,-105.298774606,67.3976,0.116340536057,271,0.0,0.389961,67.7396,[-305.03343098],-0.984633,-0.0964874,0.0,-6.95772,5.0471685680277005,[-404.09990049],0.079279,0.116340536057,1.9475320509627636,-5.05857,-3.37686,300.0,0.742006,2.14378,2918.1780686200673,3.18253,0.0113433262066,-6.95772,-105.298774606,0.0113433262066,0.0,67.3976,-8.0783,272000,-0.079856,0.116340536057,300,0.984506,272000,-105.298774606,1.20561,300,-0.50091
910,-0.252694,0.0,-1.62095,0.00371699756736,5.129244858000675,-126.27023792,73.9299,0.117041156643,272,0.0,0.358779,74.1803,[-305.03343098],-1.14176,-0.0860739,0.0,-10.8223,3.9729283009874052,[-381.31003341],0.0736137,0.117041156643,1.4467576180122705,-8.8874,-3.56601,300.0,0.790893,0.647332,2928.6069639950656,0.608843,0.00371699756736,-10.8223,-126.27023792,0.00371699756736,0.0,73.9299,-10.9871,273000,-0.0899801,0.117041156643,300,1.04669,273000,-126.27023792,1.46616,300,-0.463911
913,-0.255878,0.0,-1.71552,0.00840160990929,5.009940706999259,-157.187008969,71.6887,0.11727109159,273,0.0,0.342929,71.8752,[-305.03343098],-0.886167,-0.0907076,0.0,-1.79534,3.661329020980702,[-402.26879259],0.0741438,0.11727109159,1.2396519320282096,0.379586,-3.53521,300.0,0.845762,0.576211,2938.5086184220763,0.488589,0.00840160990929,-1.79534,-157.187008969,0.00840160990929,0.0,71.6887,-7.712,274000,-0.0273552,0.11727109159,300,1.13122,274000,-157.187008969,1.18127,300,-0.459914
916,-0.250035,0.0,-1.89732,0.0112273584534,5.008623109999462,-130.529384801,67.9865,0.117504203985,274,0.0,0.36359,67.6563,[-305.03343098],-0.988106,-0.0441315,0.0,-1.17817,3.689266067020071,[-384.3505798],0.0731006,0.117504203985,1.3454814439846814,0.642234,-3.4641,300.0,0.842617,0.832178,2948.5559029730794,0.888474,0.0112273584534,-1.17817,-130.529384801,0.0112273584534,0.0,67.9865,-6.66794,275000,-0.0707281,0.117504203985,300,0.894615,275000,-130.529384801,1.01366,300,-0.461847
920,-0.25831,0.0,-1.71453,0.00246712783517,5.016575876999923,-131.82976488,69.1231,0.117504202178,275,0.0,0.343958,68.9371,[-305.03343098],-1.06034,-0.080012,0.0,-8.75619,4.2510017290023825,[-397.30894988],0.0761957,0.117504202178,1.5533668439693429,-6.8164,-3.57336,300.0,0.791818,0.81978,2959.364129945052,0.948385,0.00246712783517,-8.75619,-131.82976488,0.00246712783517,0.0,69.1231,-7.56124,276000,-0.087921,0.117504202178,300,0.725268,276000,-131.82976488,1.19624,300,-0.483461
923,-0.244333,0.0,-1.83412,0.0085649102669,5.008167032001438,-120.502363189,70.3369,0.117504205008,276,0.0,0.354255,70.6021,[-305.03343098],-0.864107,-0.121733,0.0,-7.16967,5.14575947798221,[-808.38995883],0.071349,0.117504205008,1.9692887990258896,-5.79858,-3.36508,300.0,0.750901,0.781746,2971.4930200040635,0.746095,0.0085649102669,-7.16967,-120.502363189,0.0085649102669,0.0,70.3369,-8.40617,277000,-0.0450839,0.117504205008,300,1.02349,277000,-120.502363189,1.21011,300,-0.451991
926,-0.264601,0.0,-1.65728,0.00321080998153,5.028089972000089,-112.341023799,71.0962,0.117504205062,277,0.0,0.354895,71.5485,[-305.03343098],-0.905314,-0.0749739,0.0,-16.0242,4.1982611429848475,[-406.17508738],0.0822825,0.117504205062,1.5162928990157525,-14.4759,-3.46553,300.0,1.08115,1.43713,2982.219176100065,1.15755,0.00321080998153,-16.0242,-112.341023799,0.00321080998153,0.0,71.0962,-6.35871,278000,-0.00841704,0.117504205062,300,0.976555,278000,-112.341023799,1.05579,300,-0.481134
930,-0.252107,0.0,-1.75496,0.0101162419702,5.004886665999948,-189.601601366,70.2522,0.115596222622,278,0.0,0.368493,69.7752,[-305.03343098],-0.92023,-0.0653936,0.0,-4.67589,4.691940619037268,[-374.67018517],0.0682774,0.115596222622,1.7659857419821492,-2.49263,-3.74496,300.0,0.826497,0.723783,2993.6825628660845,0.665168,0.0101162419702,-4.67589,-189.601601366,0.0101162419702,0.0,70.2522,-7.47605,279000,-0.0396712,0.115596222622,300,0.95214,279000,-189.601601366,1.23805,300,-0.477212
933,-0.24575,0.0,-1.79,0.0104476844153,5.011534205001226,-157.326531016,67.1975,0.114946223016,279,0.0,0.371661,67.3893,[-305.03343098],-0.882656,-0.0962168,0.0,-7.50958,4.04559184700156,[-376.3922483],0.0766782,0.114946223016,1.5244740470188844,-5.71416,-3.49101,300.0,0.81517,2.31217,3004.259917228106,1.7948,0.0104476844153,-7.50958,-157.326531016,0.0104476844153,0.0,67.1975,-7.87376,280000,0.0135281,0.114946223016,300,0.927527,280000,-157.326531016,1.27626,300,-0.466846
936,-0.245921,0.0,-1.86761,0.00857965848092,5.006128200000603,-104.372477622,69.3589,0.117398058797,280,0.0,0.363292,70.0089,[-305.03343098],-1.12031,-0.0809688,0.0,-3.33901,4.179654549992847,[-385.2103783],0.0709676,0.117398058797,1.5263053259986918,-1.71128,-3.62141,300.0,0.961005,1.51267,3014.968850315099,2.3594,0.00857965848092,-3.33901,-104.372477622,0.00857965848092,0.0,69.3589,-8.61623,281000,-0.0499738,0.117398058797,300,0.955385,281000,-104.372477622,1.34286,300,-0.44007
940,-0.261324,0.0,-1.79156,0.00260354061134,5.0030091629996605,-149.919080182,70.9074,0.11669418209,281,0.0,0.368482,70.9549,[-305.03343098],-0.938737,-0.0839319,0.0,-7.51015,3.729369871010931,[-361.36423873],0.0720239,0.11669418209,1.413159526009622,-5.7429,-3.44425,300.0,0.837576,1.15259,3025.1183158101176,1.14162,0.00260354061134,-7.51015,-149.919080182,0.00260354061134,0.0,70.9074,-7.62914,282000,-0.0316123,0.11669418209,300,1.04383,282000,-149.919080182,1.15867,300,-0.49832
943,-0.265454,0.0,-1.76903,0.00864745976146,5.019024835999517,-162.614361668,63.5379,0.117504203785,282,0.0,0.401081,63.8208,[-305.03343098],-0.948135,-0.0862265,0.0,-9.35446,3.910600524983238,[-469.1549369],0.080153,0.117504203785,1.3778014280051138,-7.3318,-3.41783,300.0,0.904599,0.835389,3035.4148339711046,0.980827,0.00864745976146,-9.35446,-162.614361668,0.00864745976146,0.0,63.5379,-7.42824,283000,-0.0175034,0.117504203785,300,0.99111,283000,-162.614361668,1.10376,300,-0.48272
946,-0.247189,0.0,-1.68149,0.0101675321243,5.004845843999647,-126.356836504,69.0512,0.116138491003,283,0.0,0.349916,68.3778,[-305.03343098],-0.97744,-0.0766751,0.0,-3.84812,4.860229180007082,[-429.00510823],0.0755433,0.116138491003,1.8870838040311355,-1.64459,-3.54222,300.0,0.988982,0.747064,3047.1629504361445,0.991154,0.0101675321243,-3.84812,-126.356836504,0.0101675321243,0.0,69.0512,-8.13063,284000,-0.0713442,0.116138491003,300,0.957746,284000,-126.356836504,1.18065,300,-0.464644
950,-0.254487,0.0,-1.67905,0.00109879560007,5.003925593000531,-150.533114363,65.9676,0.117504211963,284,0.0,0.358993,65.8281,[-305.03343098],-1.01122,-0.0963979,0.0,6.21688,3.8713504259867477,[-379.5666391],0.0732216,0.117504211963,1.3756127239885245,7.89353,-3.63772,300.0,0.900823,0.538094,3057.4098343091227,0.758802,0.00109879560007,6.21688,-150.533114363,0.00109879560007,0.0,65.9676,-10.256,285000,-0.0867206,0.117504211963,300,0.934396,285000,-150.533114363,1.59875,300,-0.463548
953,-0.265757,0.0,-1.59038,0.00569891777789,5.000854039000842,-133.247223167,63.672,0.117490104967,285,0.0,0.38001,63.6562,[-305.03343098],-1.02761,-0.0707881,0.0,-2.95542,4.267048803973012,[-384.2707393],0.075348,0.117490104967,1.5700236529755784,-1.25428,-3.57006,300.0,0.752662,0.732986,3068.2514955560673,1.06141,0.00569891777789,-2.95542,-133.247223167,0.00569891777789,0.0,63.672,-10.6563,286000,-0.100233,0.117490104967,300,1.01447,286000,-133.247223167,1.30871,300,-0.472641
956,-0.255118,0.0,-1.78203,0.0110205543092,5.031049739000082,-136.647572111,65.4408,0.115509169093,286,0.0,0.378369,65.1919,[-305.03343098],-0.869499,-0.0277307,0.0,-11.6619,4.6496845740020945,[-795.26447366],0.0827996,0.115509169093,1.8409944479935803,-9.56981,-3.45779,300.0,0.840154,1.16966,3079.7721383180633,1.20744,0.0110205543092,-11.6619,-136.647572111,0.0110205543092,0.0,65.4408,-8.50908,287000,-0.0387784,0.115509169093,300,0.945512,287000,-136.647572111,1.25074,300,-0.448941
960,-0.261132,0.0,-1.90714,0.0102005564561,5.010134841000763,-129.930247427,68.1126,0.117250196463,287,0.0,0.382217,68.2183,[-305.03343098],-0.995732,-0.0991997,0.0,-10.1137,4.260112040998138,[-408.3494652],0.0734247,0.117250196463,1.5456178829808778,-7.48828,-3.40822,300.0,0.999895,1.03965,3090.5821090130376,1.03283,0.0102005564561,-10.1137,-129.930247427,0.0102005564561,0.0,68.1126,-9.58502,288000,-0.0519992,0.117250196463,300,0.869036,288000,-129.930247427,1.16793,300,-0.470044
963,-0.236264,0.0,-1.73068,0.00947759130531,5.004734168000141,-107.778026094,71.3532,0.117430350932,288,0.0,0.359329,70.6099,[-305.03343098],-0.94337,-0.0666459,0.0,-2.7557,4.164825813957577,[-399.82306088],0.0764455,0.117430350932,1.5810721490124706,-0.62949,-3.55469,300.0,0.975065,1.06673,3101.3544065650076,0.51729,0.00947759130531,-2.7557,-107.778026094,0.00947759130531,0.0,71.3532,-8.27688,289000,-0.0564512,0.117430350932,300,0.917563,289000,-107.778026094,1.228,300,-0.450209
966,-0.259543,0.0,-1.65579,0.00761960552802,5.043776168000477,-100.531789326,63.7744,0.116831234977,289,0.0,0.37064,63.6835,[-305.03343098],-1.16417,-0.0747455,0.0,-7.34734,3.653945541027497,[-411.14526811],0.077925,0.116831234977,1.2494147240049642,-4.97886,-3.50255,300.0,0.837444,10.8057,3111.2767647270393,11.3493,0.00761960552802,-7.34734,-100.531789326,0.00761960552802,0.0,63.7744,-7.68597,290000,-0.0418218,0.116831234977,300,0.89162,290000,-100.531789326,1.16673,300,-0.463957
970,-0.249339,0.0,-1.99056,0.00749495817253,5.011464422001154,-126.759121838,69.1225,0.117364300572,290,0.0,0.366526,69.0654,[-305.03343098],-0.971578,-0.117541,0.0,-6.38585,4.41143319495859,[-387.83429928],0.0727864,0.117364300572,1.5759398309892276,-5.17662,-3.45064,300.0,0.86682,1.2943,3122.2615140619873,1.4438,0.00749495817253,-6.38585,-126.759121838,0.00749495817253,0.0,69.1225,-7.16848,291000,-0.0710903,0.117364300572,300,0.875336,291000,-126.759121838,1.14172,300,-0.497075
973,-0.247177,0.0,-1.8743,0.00106584833618,5.004175555999609,-132.423082127,67.5486,0.116574459273,291,0.0,0.372018,67.0105,[-305.03343098],-0.973465,-0.0817325,0.0,-8.79197,4.339124204972904,[-400.93174954],0.0724228,0.116574459273,1.6805876059697766,-7.05107,-3.5083,300.0,0.772172,1.49697,3133.2860228809313,1.70347,0.00106584833618,-8.79197,-132.423082127,0.00106584833618,0.0,67.5486,-9.89773,292000,-0.0219226,0.116574459273,300,0.954475,292000,-132.423082127,1.34937,300,-0.456956
976,-0.236033,0.0,-2.05089,0.00933663873125,5.008876034999048,-125.364633275,68.4827,0.117429466381,292,0.0,0.347612,68.6227,[-305.03343098],-0.921557,-0.0994947,0.0,-2.55225,4.274463421052133,[-416.16385329],0.0681607,0.117429466381,1.5618991390438168,-0.44449,-3.52612,300.0,0.974814,3.28542,3144.127994282024,1.68602,0.00933663873125,-2.55225,-125.364633275,0.00933663873125,0.0,68.4827,-7.09826,293000,-0.049197,0.117429466381,300,0.869697,293000,-125.364633275,1.1309,300,-0.42489
980,-0.248625,0.0,-2.04158,0.00387452662138,5.009023456999785,-138.163660441,67.0603,0.117504202281,293,0.0,0.351241,67.0427,[-305.03343098],-0.971955,-0.0553029,0.0,-5.63857,4.985170976035079,[-370.85531821],0.0700901,0.117504202281,2.0110556750132673,-3.50062,-3.74129,300.0,0.809686,0.824608,3156.129449622067,0.802264,0.00387452662138,-5.63857,-138.163660441,0.00387452662138,0.0,67.0603,-10.5303,294000,-0.104239,0.117504202281,300,0.874388,294000,-138.163660441,1.56427,300,-0.466711
983,-0.241055,0.0,-1.77478,1.88075985433,5.003330817999085,-635.430802804,66.2542,1.03466970772,294,0.0,0.3686,65.4663,[-305.03343098],-1.22973,-0.0871398,0.0,0.745879,4.230030721029834,[-397.53594833],0.070001,1.03466970772,1.5482069019908522,2.1659,-3.56553,300.0,0.991209,1.16506,3166.908403335088,0.946863,1.88075985433,0.745879,-635.430802804,1.88075985433,0.0,66.2542,-8.34175,295000,-0.0731235,1.03466970772,300,0.947958,295000,-635.430802804,1.09019,300,-0.424457
986,-0.243893,0.0,-2.04609,0.00943879513328,5.006554919000337,-128.689420683,72.1986,0.117504205045,295,0.0,0.363644,71.7061,[-305.03343098],-1.01697,-0.0244349,0.0,-18.6722,4.754211141002088,[-377.30997472],0.0771636,0.117504205045,1.8314897770051175,-16.6354,-3.41048,300.0,0.944216,1.14809,3178.5078300910973,1.53778,0.00943879513328,-18.6722,-128.689420683,0.00943879513328,0.0,72.1986,-7.77329,296000,-0.0300413,0.117504205045,300,0.925644,296000,-128.689420683,1.14148,300,-0.442912
990,-0.244713,0.0,-1.9217,0.00790550573442,5.01760648599884,-154.554066263,65.4846,0.117447043837,296,0.0,0.341159,65.2016,[-305.03343098],-0.927388,-0.115119,0.0,9.16787,3.7267719880055665,[-369.77896085],0.0677745,0.117447043837,1.314651992988729,11.0182,-3.45895,300.0,0.964529,1.30569,3188.563578235089,1.74659,0.00790550573442,9.16787,-154.554066263,0.00790550573442,0.0,65.4846,-6.93019,297000,-0.0746292,0.117447043837,300,0.86132,297000,-154.554066263,1.07983,300,-0.467552
993,-0.250159,0.0,-1.683,0.00698506693712,5.012440980000974,-105.127214357,69.7808,0.117504203727,297,0.0,0.367359,69.9684,[-305.03343098],-1.08997,-0.0516897,0.0,-18.7583,3.65093659302147,[-456.91477551],0.0771522,0.117504203727,1.252358969006309,-16.9362,-3.67747,300.0,1.20476,1.72041,3198.465107743117,2.06802,0.00698506693712,-18.7583,-105.127214357,0.00698506693712,0.0,69.7808,-9.40656,298000,-0.0748204,0.117504203727,300,0.876763,298000,-105.127214357,1.39399,300,-0.437119
996,-0.238461,0.0,-1.91942,0.00725556994855,5.00625312199918,-129.049991505,71.7719,0.117504203803,298,0.0,0.32893,72.11,[-305.03343098],-0.876879,-0.077941,0.0,-7.59816,4.886508390007293,[-378.680266],0.0712745,0.117504203803,1.899663709991728,-6.00167,-3.41503,300.0,0.933385,1.05876,3210.2679051201158,0.969908,0.00725556994855,-7.59816,-129.049991505,0.00725556994855,0.0,71.7719,-9.10717,299000,-0.0657543,0.117504203803,300,0.89563,299000,-129.049991505,1.19449,300,-0.44303
1000,-0.254863,0.0,-1.98831,0.00790461704147,5.022523605999595,-118.191387192,70.7204,0.117504204413,299,0.0,0.37834,70.4741,[-305.03343098],-1.04067,-0.0714154,0.0,-15.104,4.250346490958691,[-420.99892004],0.078994,0.117504204413,1.5659364090352028,-13.173,-3.41969,300.0,0.849813,1.13893,3221.0910303911096,1.16949,0.00790461704147,-15.104,-118.191387192,0.00790461704147,0.0,70.7204,-8.81142,300000,-0.0508587,0.117504204413,300,0.866261,300000,-118.191387192,1.13398,300,-0.459864
1003,-0.256811,0.0,-1.99931,0.00222127693439,5.006780236999475,-139.209453221,70.761,0.117504203748,300,0.0,0.396065,69.9773,[-305.03343098],-0.941774,-0.0831395,0.0,-15.0232,5.044084738045058,[-822.07117698],0.0752737,0.117504203748,1.9465379119901627,-12.8939,-3.34433,300.0,0.838136,0.955504,3233.105946516145,0.631479,0.00222127693439,-15.0232,-139.209453221,0.00222127693439,0.0,70.761,-6.34629,301000,-0.0327871,0.117504203748,300,1.15717,301000,-139.209453221,1.02786,300,-0.468192
1006,-0.253328,0.0,-1.99061,0.0102951510473,5.029755340001429,-107.204120823,70.3715,0.117504204119,301,0.0,0.362959,70.2602,[-305.03343098],-0.954404,-0.120059,0.0,-9.43993,3.9502781630253594,[-390.25757587],0.0742262,0.117504204119,1.444244062040525,-8.13327,-3.54682,300.0,0.885731,0.721779,3243.5173160502127,1.65789,0.0102951510473,-9.43993,-107.204120823,0.0102951510473,0.0,70.3715,-8.50611,302000,-0.0142622,0.117504204119,300,1.04062,302000,-107.204120823,1.17044,300,-0.493913
1010,-0.241733,0.0,-1.76505,0.00926222473577,5.018381607000265,-114.121156358,71.391,0.117504203967,302,0.0,0.329164,71.2384,[-305.03343098],-0.926998,-0.0881805,0.0,-1.76267,4.091043527007059,[-394.71168117],0.075481,0.117504203967,1.4829449560329522,0.0696731,-3.32906,300.0,0.897068,0.705509,3254.111380698252,0.817563,0.00926222473577,-1.76267,-114.121156358,0.00926222473577,0.0,71.391,-7.54702,303000,-0.099278,0.117504203967,300,0.962946,303000,-114.121156358,1.14962,300,-0.484951
1013,-0.252457,0.0,-1.86575,0.0093094402604,5.03533854700072,-187.83486599,67.6266,0.117449997426,303,0.0,0.365263,67.761,[-305.03343098],-0.923225,-0.0561909,0.0,-6.43066,4.16853163495216,[-387.09173439],0.0752541,0.117449997426,1.5115588939788722,-5.22049,-3.50541,300.0,0.91249,0.706644,3264.807878278185,0.625822,0.0093094402604,-6.43066,-187.83486599,0.0093094402604,0.0,67.6266,-7.82527,304000,-0.0719035,0.117449997426,300,0.857209,304000,-187.83486599,1.22016,300,-0.481855
1016,-0.247592,0.0,-1.85231,0.0120873354536,5.0126217979996,-162.550694441,68.6236,0.116137848911,304,0.0,0.365416,68.727,[-305.03343098],-1.02422,-0.115331,0.0,-0.71003,3.6568034519896173,[-411.99555063],0.072692,0.116137848911,1.2523313049805438,0.723919,-3.45102,300.0,0.815769,0.809507,3274.728605027156,0.873763,0.0120873354536,-0.71003,-162.550694441,0.0120873354536,0.0,68.6236,-7.28214,305000,-0.0626603,0.116137848911,300,1.0915,305000,-162.550694441,1.01834,300,-0.462708
1020,-0.244773,0.0,-1.79696,0.00476731391975,5.011629316000835,-119.013576571,68.7833,0.117267231289,305,0.0,0.331398,69.0154,[-305.03343098],-0.908598,-0.0958669,0.0,-3.95144,3.681746577973172,[-423.06904799],0.0746548,0.117267231289,1.2562524089789804,-2.53981,-3.60422,300.0,0.814197,1.02931,3284.6792050351105,0.944093,0.00476731391975,-3.95144,-119.013576571,0.00476731391975,0.0,68.7833,-8.23437,306000,-0.0196838,0.117267231289,300,0.878483,306000,-119.013576571,1.31304,300,-0.471229
1023,-0.232659,0.0,-1.70484,0.0101675697312,5.029025637999439,-130.463253253,73.207,0.116931788044,306,0.0,0.342177,72.9027,[-305.03343098],-0.901433,-0.0774374,0.0,-0.466744,4.212598494994381,[-565.50026584],0.0642271,0.116931788044,1.5125017439731891,1.87206,-3.59057,300.0,0.873,0.660177,3295.4237375960765,0.913107,0.0101675697312,-0.466744,-130.463253253,0.0101675697312,0.0,73.207,-8.09564,307000,-0.0828991,0.116931788044,300,0.962521,307000,-130.463253253,1.34564,300,-0.453874
1026,-0.242215,0.0,-2.00245,0.00901085145477,5.010794499001349,-135.387970086,66.9341,0.11750420402,307,0.0,0.374182,67.3138,[-305.03343098],-1.1156,-0.0859364,0.0,0.622334,4.2069379319982545,[-420.02295748],0.0720658,0.11750420402,1.5192267080165038,2.04166,-3.59138,300.0,0.925458,4.03865,3306.1501348840957,1.9186,0.00901085145477,0.622334,-135.387970086,0.00901085145477,0.0,66.9341,-8.61428,308000,-0.0670827,0.11750420402,300,0.992151,308000,-135.387970086,0.999897,300,-0.501662
1030,-0.262828,0.0,-1.76574,0.00853813826938,5.004739137999422,-112.145132522,68.9691,0.116708421573,308,0.0,0.385293,68.9175,[-305.03343098],-1.01644,-0.0917679,0.0,-14.9323,4.181763123968267,[-373.00015775],0.0738544,0.116708421573,1.5163162459903106,-13.1534,-3.60881,300.0,0.882229,1.17287,3316.8938653330515,1.06432,0.00853813826938,-14.9323,-112.145132522,0.00853813826938,0.0,68.9691,-10.264,309000,-0.0683459,0.116708421573,300,0.869858,309000,-112.145132522,1.39184,300,-0.433917
1033,-0.252486,0.0,-1.70181,0.0115948181502,5.0467301209992,-129.826907005,67.4493,0.11649609681,309,0.0,0.351241,67.6362,[-305.03343098],-0.994077,-0.0905137,0.0,-2.51466,4.147569368946279,[-368.6824367],0.0663691,0.11649609681,1.512660559028518,-1.30477,-3.4642,300.0,0.906747,1.25043,3327.5556122000235,1.36465,0.0115948181502,-2.51466,-129.826907005,0.0115948181502,0.0,67.4493,-8.42806,310000,-0.123356,0.11649609681,300,0.86238,310000,-129.826907005,1.28102,300,-0.452793
1036,-0.253819,0.0,-1.82252,0.011759847012,5.002745842999502,-131.808318746,65.3994,0.11595898855,310,0.0,0.394699,65.8701,[-305.03343098],-1.11722,-0.074886,0.0,1.22115,4.173733046012785,[-381.57166118],0.0743655,0.11595898855,1.4857463669886783,2.59317,-3.63276,300.0,1.04398,1.9952,3338.248593474027,0.92977,0.011759847012,1.22115,-131.808318746,0.011759847012,0.0,65.3994,-9.92562,311000,-0.0729779,0.11595898855,300,0.949087,311000,-131.808318746,1.44785,300,-0.464346
1040,-0.254102,0.0,-1.89535,0.00430190596016,5.051735662000283,-115.99900485,64.4487,0.116957228681,311,0.0,0.389584,64.4315,[-305.03343098],-1.02886,-0.104364,0.0,7.51804,3.9633120769685775,[-467.05998494],0.0725736,0.116957228681,1.4108705489834392,9.93252,-3.37311,300.0,1.06238,1.69957,3348.6482061049774,3.24469,0.00430190596016,7.51804,-115.99900485,0.00430190596016,0.0,64.4487,-7.09603,312000,-0.0823763,0.116957228681,300,0.954546,312000,-115.99900485,0.969649,300,-0.472524
1043,-0.239163,0.0,-1.99999,0.0095880599339,5.012914991000798,-131.304607993,69.0149,0.115987219286,312,0.0,0.334032,68.9338,[-305.03343098],-0.978876,-0.105633,0.0,7.66787,3.625981300016065,[-402.93519807],0.0590095,0.115987219286,1.2388666370006831,8.94205,-3.66818,300.0,0.870592,0.829154,3358.522201760994,1.60428,0.0095880599339,7.66787,-131.304607993,0.0095880599339,0.0,69.0149,-7.79538,313000,-0.0929125,0.115987219286,300,0.897011,313000,-131.304607993,1.29006,300,-0.466139
1046,-0.242424,0.0,-1.9536,0.0127243098078,5.01569457900041,-232.302077843,68.759,0.115867409605,313,0.0,0.35595,68.3044,[-305.03343098],-0.930515,-0.0985104,0.0,6.83598,3.9206703869986086,[-399.71337862],0.0715208,0.115867409605,1.3955493300163653,8.58836,-3.30913,300.0,0.914867,0.494429,3368.8511984170073,0.735119,0.0127243098078,6.83598,-232.302077843,0.0127243098078,0.0,68.759,-6.70912,314000,-0.0522342,0.115867409605,300,0.945545,314000,-232.302077843,1.00842,300,-0.466843
1050,-0.263911,0.0,-1.66782,0.00987153896369,5.021660480999344,-194.063185672,66.0617,0.116000004076,314,0.0,0.403375,65.1884,[-305.03343098],-0.994764,-0.0982096,0.0,-1.50171,4.161504559033347,[-411.7850535],0.076693,0.116000004076,1.5085639209883084,0.752868,-3.44892,300.0,0.929658,1.37668,3379.5446033530297,1.30883,0.00987153896369,-1.50171,-194.063185672,0.00987153896369,0.0,66.0617,-10.541,315000,-0.00407966,0.116000004076,300,1.17446,315000,-194.063185672,1.32556,300,-0.509603
1053,-0.258008,0.0,-1.70235,0.0092071019892,5.026588378001179,-124.572655369,66.6364,0.117088081463,315,0.0,0.397326,66.2142,[-305.03343098],-0.96656,-0.0858493,0.0,-10.6589,4.197689717024332,[-396.63164072],0.0778347,0.117088081463,1.5375671819929266,-8.45833,-3.36827,300.0,0.950383,2.16761,3390.2852418720468,2.02876,0.0092071019892,-10.6589,-124.572655369,0.0092071019892,0.0,66.6364,-10.6893,316000,-0.0659192,0.117088081463,300,0.998313,316000,-124.572655369,1.24364,300,-0.453911
1056,-0.237031,0.0,-1.66121,0.012086318639,5.004827501001273,-124.295319466,71.5091,0.116510882806,316,0.0,0.355835,71.5668,[-305.03343098],-1.13653,-0.0719136,0.0,-10.465,4.022955944004934,[-374.23133426],0.0754086,0.116510882806,1.4894217499822844,-8.99486,-3.55674,300.0,0.896438,0.866282,3400.796755121033,1.05226,0.012086318639,-10.465,-124.295319466,0.012086318639,0.0,71.5091,-7.79852,317000,-0.10119,0.116510882806,300,1.0516,317000,-124.295319466,1.25864,300,-0.463866
