qf2-std,episodes,AverageForwardProgress,episode-length-avg,mean-sq-bellman-error2,episode-length-max,episode-length-min,return-min,return-average,MaxForwardProgress,qf2-avg,mean-sq-bellman-error1,pool-size,log-pi-max,policy-mus-min,last-path-return,StdForwardProgress,time-train,mean-qf-diff,vf-avg,qf1-std,log-pi-mean,qf1-avg,log-sigs-min,total-samples,policy-mus-mean,return-max,log-sigs-mean,log-sigs-max,log-sigs-std,time-total,time-sample,episode-length-std,log-pi-min,policy-mus-std,time-eval,vf-std,policy-mus-max,max-path-return,epoch,return-std,MinForwardProgress,log-pi-std
870.299,336,62.4712316666,1000.0,129.51,1000,1000,6050.46465085,6050.46465085,62.4712316666,1765.7,128.513,336000,-1.65396,-3.56728,5957.12713935,0.0,11.365969897011382,7.0701,1760.0,870.299,-5.70909,1765.7,-1.38499,336000,-0.182512,6050.46465085,-0.459535,0.0244767,0.164643,9210.493451884033,2.0780510560616676,0.0,-14.7735,1.13277,16.69185447899872,865.234,3.51834,6429.25480612,335,0.0,62.4712316666,1.91461
852.228,337,64.6492783548,1000.0,164.935,1000,1000,6261.65061176,6261.65061176,64.6492783548,1830.98,174.225,337000,-2.0084,-2.61201,6240.93780262,0.0,10.667503712997132,6.98195,1851.37,852.228,-5.94792,1830.98,-1.26164,337000,-0.129957,6261.65061176,-0.453241,-0.0409561,0.159149,9239.757493917039,1.920905812014098,0.0,-13.3975,1.14208,16.808916900998156,857.598,2.54514,6429.25480612,336,0.0,64.6492783548,1.83878
866.791,338,66.3594452947,1000.0,136.205,1000,1000,6444.59663568,6444.59663568,66.3594452947,1862.21,130.706,338000,-0.882084,-3.06733,5899.64813512,0.0,11.892245210958208,7.72218,1854.65,866.791,-5.94389,1862.21,-1.40658,338000,-0.152212,6444.59663568,-0.460012,0.0322077,0.159291,9270.519865825047,2.200926101046207,0.0,-14.9637,1.16419,16.683838044002187,861.602,3.32713,6429.25480612,337,0.0,66.3594452947,2.07401
835.483,339,65.4938626954,1000.0,155.476,1000,1000,6353.53297604,6353.53297604,65.4938626954,1931.42,127.563,339000,-2.23462,-2.79243,5979.80766041,0.0,11.885720911002863,7.45467,1939.91,835.483,-5.91627,1931.42,-1.29068,339000,-0.127763,6353.53297604,-0.460438,0.0538604,0.154793,9301.276022984019,2.193451313967671,0.0,-14.1117,1.12469,16.67909728200175,834.203,2.72111,6429.25480612,338,0.0,65.4938626954,1.90588
877.714,340,48.5796177006,1000.0,118.723,1000,1000,4677.25877769,4677.25877769,48.5796177006,1862.44,174.329,340000,-2.51427,-2.82864,5539.24500641,0.0,9.049645857987343,7.87439,1853.98,877.714,-5.61713,1862.44,-1.16778,340000,-0.0894605,4677.25877769,-0.452274,-0.0534638,0.159452,9328.419614115048,1.4188923360416084,0.0,-12.4712,1.17924,16.673677454000426,871.466,3.85037,6429.25480612,339,0.0,48.5796177006,1.65439
839.375,341,65.2091336549,1000.0,106.245,1000,1000,6324.77155828,6324.77155828,65.2091336549,1792.41,109.309,341000,-1.21599,-3.82629,5819.70262252,0.0,11.063613066031394,6.46809,1797.61,839.375,-5.69839,1792.41,-1.21774,341000,-0.163351,6324.77155828,-0.452576,0.0636727,0.160122,9358.232570189013,2.062713922929106,0.0,-14.8603,1.11063,16.689502295997954,838.356,2.7455,6429.25480612,340,0.0,65.2091336549,2.04567
855.888,342,65.7500030016,1000.0,87.0781,1000,1000,6372.78820473,6372.78820473,65.7500030016,1906.96,87.5815,342000,-2.71268,-2.92324,5813.85023875,0.0,11.2801881100022,7.11786,1912.33,855.888,-5.6564,1906.96,-1.13128,342000,-0.124045,6372.78820473,-0.452011,0.130078,0.154493,9388.350140074004,2.1557292499928735,0.0,-12.0744,1.15495,16.68110135399911,855.348,2.69513,6429.25480612,341,0.0,65.7500030016,1.67425
874.516,343,64.8252143747,1000.0,55.9791,1000,1000,6289.56983109,6289.56983109,64.8252143747,1844.56,73.2068,343000,-2.15606,-2.9864,4521.3790044,0.0,11.702314102974924,6.52837,1846.58,874.516,-5.72966,1844.56,-1.11108,343000,-0.119426,6289.56983109,-0.456894,-0.00806564,0.156841,9419.354574724044,2.274931237057899,0.0,-16.6467,1.10737,16.693709483999555,872.577,3.43017,6429.25480612,342,0.0,64.8252143747,1.83075
874.197,344,63.0642405541,1000.0,78.2571,1000,1000,6106.2708775,6106.2708775,63.0642405541,1865.95,80.8077,344000,-2.6359,-3.14628,6235.74128716,0.0,10.166595140031859,7.20841,1858.86,874.197,-5.87684,1865.95,-1.10108,344000,-0.280878,6106.2708775,-0.455272,-0.0495054,0.156469,9447.793863913093,1.600947212020401,0.0,-12.5829,1.1588,17.022082201001467,869.193,2.83396,6429.25480612,343,0.0,63.0642405541,1.82332
884.022,345,48.1257278831,1000.0,77.7281,1000,1000,4622.94856701,4622.94856701,48.1257278831,1857.95,92.1582,345000,-2.61929,-3.18365,6049.9602136,0.0,10.840935267966415,7.23805,1857.78,884.022,-5.6359,1857.95,-1.76335,345000,-0.0694944,4622.94856701,-0.47146,-0.0714295,0.169427,9477.32653610901,2.0067275619476277,0.0,-13.6187,1.17734,16.679033460000937,879.383,3.11452,6429.25480612,344,0.0,48.1257278831,1.92027
871.18,346,61.3037190205,1000.0,76.7832,1000,1000,5937.34840113,5937.34840113,61.3037190205,1829.64,64.2363,346000,-2.53907,-3.05472,5307.16914541,0.0,11.07934078801918,5.89525,1831.9,871.18,-5.71194,1829.64,-1.57592,346000,-0.146759,5937.34840113,-0.459918,0.0147637,0.157947,9507.134673166087,2.0494116030567966,0.0,-15.7505,1.12935,16.691340900000796,867.752,2.80366,6429.25480612,345,0.0,61.3037190205,1.8977
870.793,347,63.6319928851,1000.0,61.2072,1000,1000,6165.13326091,6165.13326091,63.6319928851,1894.0,70.0247,347000,-2.40765,-3.40806,6183.11831507,0.0,9.607909892944008,5.90283,1890.52,870.793,-5.95708,1894.0,-0.960334,347000,-0.151282,6165.13326091,-0.454773,0.0135826,0.143954,9534.777176855,1.3671067379727901,0.0,-13.8021,1.17558,16.678313127002184,864.105,3.04494,6429.25480612,346,0.0,63.6319928851,1.96458
819.998,348,57.3907511795,1000.0,219.495,1000,1000,5549.07735645,5549.07735645,57.3907511795,1886.81,165.592,348000,-1.19272,-3.11626,5849.54112735,0.0,11.825814839921804,8.0905,1884.39,819.998,-5.54884,1886.81,-1.71803,348000,-0.0817286,5549.07735645,-0.474195,-0.0221754,0.16048,9565.447050330904,2.1597282199873007,0.0,-10.6664,1.21097,16.6721707910001,814.079,3.75104,6429.25480612,347,0.0,57.3907511795,1.73435
870.833,349,67.6319892077,1000.0,431.484,1000,1000,6563.20857805,6563.20857805,67.6319892077,1895.64,430.02,349000,-0.549078,-3.91341,5522.0831697,0.0,11.529609692064696,6.47119,1892.36,870.833,-5.71723,1895.64,-1.77699,349000,-0.211959,6563.20857805,-0.468756,0.0743297,0.166704,9595.822308787961,2.1754806819881196,0.0,-12.9897,1.14483,16.685676154000248,866.957,2.95969,6429.25480612,348,0.0,67.6319892077,1.80074
890.382,350,66.0991453827,1000.0,86.2746,1000,1000,6414.69845925,6414.69845925,66.0991453827,1890.33,111.474,350000,-2.55416,-3.09851,6081.53081546,0.0,11.335767230983038,6.84344,1881.87,890.382,-5.7313,1890.33,-1.04668,350000,-0.203325,6414.69845925,-0.457999,-0.0140153,0.153389,9625.862448239053,2.024447842119116,0.0,-16.6621,1.11794,16.682521808001184,882.909,3.06532,6429.25480612,349,0.0,66.0991453827,1.85329
846.812,351,61.0300097597,1000.0,123.863,1000,1000,5907.57604215,5907.57604215,61.0300097597,1909.7,135.311,351000,-2.11346,-2.87989,6352.93324521,0.0,9.825815655953193,7.59914,1909.66,846.812,-5.72536,1909.7,-1.25445,351000,-0.147166,5907.57604215,-0.468415,-0.0121162,0.161321,9653.775037401121,1.407545191108511,0.0,-18.9823,1.18705,16.671129853999446,845.309,2.74319,6429.25480612,350,0.0,61.0300097597,2.20353
850.032,352,65.5627086242,1000.0,51.6939,1000,1000,6361.26555537,6361.26555537,65.5627086242,1880.68,53.6017,352000,-2.43822,-2.95559,5939.00395761,0.0,11.833778168016579,6.38244,1880.07,850.032,-5.71109,1880.68,-0.956206,352000,-0.266848,6361.26555537,-0.452075,0.0997308,0.145827,9684.530297415165,2.239179247029824,0.0,-11.9526,1.10575,16.684122888000275,848.763,3.37567,6429.25480612,351,0.0,65.5627086242,1.68787
847.49,353,65.6518161895,1000.0,118.769,1000,1000,6370.127712,6370.127712,65.6518161895,1888.57,113.367,353000,-2.32016,-3.26268,5885.58125682,0.0,11.971023885944305,6.86826,1882.01,847.49,-5.866,1888.57,-1.22464,353000,-0.219404,6370.127712,-0.462619,-0.0191596,0.153448,9715.456221848139,2.2709192870315746,0.0,-11.2699,1.16061,16.68643315999725,842.259,3.11258,6429.25480612,352,0.0,65.6518161895,1.69439
839.048,354,61.1598455822,1000.0,72.319,1000,1000,5931.28363696,5931.28363696,61.1598455822,1914.37,59.1526,354000,-1.23273,-2.97487,5935.05423112,0.0,9.684435169092467,6.41379,1920.39,839.048,-5.70231,1914.37,-1.32019,354000,-0.149444,5931.28363696,-0.456293,0.203389,0.158851,9743.253362817233,1.4227165210031671,0.0,-14.3936,1.09496,16.69855215500138,836.813,2.57008,6429.25480612,353,0.0,61.1598455822,1.72765
815.361,355,66.0536283765,1000.0,85.467,1000,1000,6406.7753068,6406.7753068,66.0536283765,1953.41,99.0789,355000,-2.28753,-4.60311,5796.55232909,0.0,11.37262207310414,7.01731,1954.39,815.361,-5.61143,1953.41,-1.85114,355000,-0.201384,6406.7753068,-0.472888,-0.11148,0.155933,9773.440534222345,2.11848554500466,0.0,-12.1512,1.12721,16.6967437050007,811.869,4.69754,6429.25480612,354,0.0,66.0536283765,1.67839
871.81,356,36.5656037716,1000.0,67.9486,1000,1000,3511.92620571,3511.92620571,36.5656037716,1926.28,124.81,356000,-2.30492,-2.95277,6305.97861682,0.0,12.202763158929884,6.97873,1927.6,871.81,-5.62179,1926.28,-1.36792,356000,-0.149228,3511.92620571,-0.465626,-0.0498235,0.156473,9804.548173626166,2.22897958989779,0.0,-10.8949,1.13843,16.686841153998103,866.1,2.8122,6429.25480612,355,0.0,36.5656037716,1.82012
890.851,357,65.2590783059,1000.0,108.284,1000,1000,6339.35633752,6339.35633752,65.2590783059,1855.53,147.363,357000,-2.74891,-3.23154,6027.46470441,0.0,12.022312697943562,6.55494,1850.68,890.851,-5.83857,1855.53,-1.34794,357000,-0.176999,6339.35633752,-0.451087,-0.0600924,0.154261,9835.537667755152,2.2923661810455087,0.0,-11.6055,1.10309,16.68882587799817,886.068,2.98845,6429.25480612,356,0.0,65.2590783059,1.71206
878.764,358,65.6303182482,1000.0,319.189,1000,1000,6368.43311747,6368.43311747,65.6303182482,1908.56,292.14,358000,-1.5336,-3.85415,5886.80066754,0.0,10.164229389069078,7.67632,1906.58,878.764,-5.69705,1908.56,-1.45341,358000,-0.108103,6368.43311747,-0.460122,0.0309474,0.165867,9863.844905939253,1.4764615390304243,0.0,-11.5497,1.14814,16.66810576900025,874.266,3.10024,6429.25480612,357,0.0,65.6303182482,1.81972
855.203,359,62.5728233889,1000.0,89.6101,1000,1000,6067.57972008,6067.57972008,62.5728233889,1877.3,54.512,359000,-1.87057,-2.77605,5883.06573502,0.0,11.346547554083372,6.87818,1876.19,855.203,-5.52848,1877.3,-1.23683,359000,-0.151707,6067.57972008,-0.458609,0.342617,0.15852,9894.053536237278,2.162906660938461,0.0,-11.7085,1.12871,16.690098322000267,852.206,2.99648,6429.25480612,358,0.0,62.5728233889,1.70649
902.058,360,61.5996941067,1000.0,109.334,1000,1000,5973.81275042,5973.81275042,61.5996941067,1867.62,145.747,360000,0.0636878,-2.90565,5900.68111802,0.0,11.699017029048264,6.77938,1867.75,902.058,-5.82959,1867.62,-1.66798,360000,-0.230437,5973.81275042,-0.46283,0.0126411,0.165923,9924.691996890304,2.2613900209726125,0.0,-12.4295,1.15184,16.68088311899919,899.862,3.16511,6429.25480612,359,0.0,61.5996941067,1.90699
891.03,361,66.3536114962,1000.0,126.579,1000,1000,6439.11779526,6439.11779526,66.3536114962,1937.2,107.362,361000,-1.79753,-2.44466,6326.5415896,0.0,10.025334212023154,7.49869,1932.83,891.03,-5.58146,1937.2,-1.18768,361000,-0.125116,6439.11779526,-0.464973,-0.0373675,0.152113,9952.786249845389,1.3913979570570518,0.0,-14.2284,1.16443,16.682738695002627,889.314,3.69183,6429.25480612,360,0.0,66.3536114962,1.90469
875.37,362,62.8612467281,1000.0,130.106,1000,1000,6090.45144924,6090.45144924,62.8612467281,1899.94,119.059,362000,-2.08664,-3.39601,5849.17460326,0.0,11.905636916009826,7.13243,1896.32,875.37,-5.40994,1899.94,-1.2992,362000,-0.157369,6090.45144924,-0.473858,-0.0642775,0.152463,9983.681656146366,2.3059526789693336,0.0,-13.7587,1.14425,16.690225050999288,869.976,3.00634,6429.25480612,361,0.0,62.8612467281,1.73896
877.185,363,66.7967301062,1000.0,135.071,1000,1000,6483.61672454,6483.61672454,66.7967301062,1922.76,97.1993,363000,-2.26258,-4.358,6188.95537582,0.0,11.44490474599661,7.35987,1920.99,877.185,-5.77882,1922.76,-1.63534,363000,-0.160423,6483.61672454,-0.458864,0.00138167,0.158781,10013.952752599393,2.1440596370266576,0.0,-12.5518,1.14717,16.685737096002413,871.533,2.8289,6429.25480612,362,0.0,66.7967301062,1.97505
859.299,364,66.2459867058,1000.0,92.2556,1000,1000,6430.39585221,6430.39585221,66.2459867058,2032.35,96.8321,364000,-2.02216,-3.34371,6280.19911555,0.0,11.613879829943471,6.11299,2034.15,859.299,-5.73646,2032.35,-1.21241,364000,-0.205675,6430.39585221,-0.468017,-0.0705808,0.156823,10044.460187253399,2.1177173160685925,0.0,-13.1447,1.12729,16.68555527100034,857.746,3.34611,6429.25480612,363,0.0,66.2459867058,1.8002
860.449,365,68.0681471597,1000.0,69.6643,1000,1000,6605.443565,6605.443565,68.0681471597,1993.04,56.3412,365000,-2.54985,-3.08114,5409.47555188,0.0,10.50894435999362,6.53965,1991.35,860.449,-5.88999,1993.04,-1.25679,365000,-0.262592,6605.443565,-0.459058,0.036608,0.158207,10073.183866339392,1.5446838780080725,0.0,-13.4049,1.10543,16.776648585997464,858.121,2.91671,6429.25480612,364,0.0,68.0681471597,1.97932
900.914,366,69.2785739915,1000.0,147.801,1000,1000,6728.27144737,6728.27144737,69.2785739915,1930.79,83.3726,366000,-0.919401,-3.39241,6436.72360061,0.0,11.931365261956671,7.4376,1925.29,900.914,-5.669,1930.79,-1.41439,366000,-0.095638,6728.27144737,-0.479084,-0.0733039,0.165004,10104.096937448388,2.3010392040378065,0.0,-11.8052,1.14895,16.67186186499748,896.275,2.83664,6436.72360061,365,0.0,69.2785739915,1.78665
882.834,367,68.5352775574,1000.0,110.01,1000,1000,6655.29668317,6655.29668317,68.5352775574,1936.54,108.831,367000,-2.46507,-5.05089,6090.31716736,0.0,11.423848050020752,6.86227,1936.47,882.834,-5.8139,1936.54,-1.34098,367000,-0.177951,6655.29668317,-0.466216,-0.062667,0.158047,10134.409385345376,2.2084432039664534,0.0,-17.8482,1.15845,16.700814376999915,880.966,2.89483,6436.72360061,366,0.0,68.5352775574,1.99616
905.369,368,62.3402568425,1000.0,60.8582,1000,1000,6053.15383018,6053.15383018,62.3402568425,1919.84,64.422,368000,-1.76535,-3.20966,6253.60747326,0.0,9.306563003032352,6.53565,1918.75,905.369,-5.81085,1919.84,-1.30301,368000,-0.106557,6053.15383018,-0.457418,-0.00217026,0.154992,10161.6893418973,1.2842158398889296,0.0,-14.8699,1.13861,16.67872470799921,902.63,3.35632,6436.72360061,367,0.0,62.3402568425,1.88126
916.435,369,65.4155362917,1000.0,474.869,1000,1000,6350.41558069,6350.41558069,65.4155362917,1878.47,600.163,369000,-0.726542,-4.44056,5930.35614438,0.0,11.846185603022604,7.57633,1880.59,916.435,-5.76422,1878.47,-1.61725,369000,-0.163725,6350.41558069,-0.459929,0.0104592,0.167245,10192.559087837346,2.3438002160182805,0.0,-12.1415,1.09655,16.689149783000175,914.178,2.59318,6436.72360061,368,0.0,65.4155362917,1.91602
914.098,370,67.1032918156,1000.0,91.5876,1000,1000,6519.32736691,6519.32736691,67.1032918156,1921.95,71.6068,370000,-1.4262,-2.53384,6019.91467048,0.0,12.167088243983017,6.64454,1920.14,914.098,-5.6462,1921.95,-1.30035,370000,-0.183223,6519.32736691,-0.466545,-0.037073,0.15494,10223.718400817283,2.3071220069468836,0.0,-15.095,1.12553,16.682066291999945,911.228,3.56591,6436.72360061,369,0.0,67.1032918156,1.90949
913.958,371,65.1115684,1000.0,79.7522,1000,1000,6309.11480324,6309.11480324,65.1115684,1957.99,102.957,371000,-2.24202,-3.43043,5863.90068642,0.0,12.01862459707263,6.33866,1968.32,913.958,-5.76567,1957.99,-1.42932,371000,-0.226421,6309.11480324,-0.465583,-0.0809678,0.154752,10254.751635106326,2.327362809981423,0.0,-12.1027,1.13843,16.69236599099895,913.402,2.99024,6436.72360061,370,0.0,65.1115684,1.54815
898.186,372,65.4995736364,1000.0,256.894,1000,1000,6356.7355581,6356.7355581,65.4995736364,1934.03,230.582,372000,-2.56616,-2.78625,6038.82476382,0.0,10.553794970979652,6.95329,1931.86,898.186,-5.65968,1934.03,-1.78001,372000,-0.185744,6356.7355581,-0.475329,-0.0797007,0.162907,10283.666134397352,1.6702121100388467,0.0,-12.8693,1.13307,16.689291414000763,892.633,2.94791,6436.72360061,371,0.0,65.4995736364,1.91613
880.931,373,66.934150392,1000.0,212.795,1000,1000,6491.95721902,6491.95721902,66.934150392,1929.06,265.536,373000,-2.1279,-3.75746,6486.38572277,0.0,11.831724249997933,7.49115,1926.48,880.931,-5.71673,1929.06,-1.81067,373000,-0.155915,6491.95721902,-0.47335,-0.00926828,0.168625,10314.512687339398,2.3308913620421663,0.0,-13.1608,1.13112,16.69500572200195,875.176,3.17985,6486.38572277,372,0.0,66.934150392,2.03495
824.732,374,64.9528596825,1000.0,150.625,1000,1000,6297.93117812,6297.93117812,64.9528596825,2061.88,112.43,374000,-0.891768,-3.02167,5873.10555195,0.0,12.325283993090125,7.17369,2064.39,824.732,-5.37855,2061.88,-1.5418,374000,-0.174581,6297.93117812,-0.477419,-0.024177,0.158238,10345.829165111469,2.310549262976565,0.0,-11.9299,1.13311,16.697001469001407,822.617,2.65949,6486.38572277,373,0.0,64.9528596825,1.65198
900.276,375,66.6822187927,1000.0,303.004,1000,1000,6475.94392692,6475.94392692,66.6822187927,1923.68,248.543,375000,-2.01437,-3.55061,6126.85399248,0.0,10.26127322297907,7.31857,1923.75,900.276,-5.85645,1923.68,-1.70183,375000,-0.128311,6475.94392692,-0.468256,-0.0614616,0.162814,10374.186240497469,1.4125043140193156,0.0,-13.75,1.16464,16.68331173399929,894.953,5.47247,6486.38572277,374,0.0,66.6822187927,1.98391
900.313,376,63.2185508313,1000.0,452.392,1000,1000,6129.97718556,6129.97718556,63.2185508313,1890.56,488.149,376000,-0.533335,-2.97511,6143.63606996,0.0,11.474824359014747,6.945,1891.73,900.313,-5.83414,1890.56,-1.84573,376000,-0.0991271,6129.97718556,-0.465552,0.0291401,0.162757,10404.617181913442,2.2641179629572434,0.0,-12.4988,1.15949,16.701997142001346,897.597,3.40676,6486.38572277,375,0.0,63.2185508313,2.03496
845.186,377,64.8565263874,1000.0,185.475,1000,1000,6286.96959055,6286.96959055,64.8565263874,2111.14,158.886,377000,-0.827178,-3.98258,6114.17511947,0.0,11.760125501048606,6.6198,2106.65,845.186,-5.72693,2111.14,-1.66864,377000,-0.294192,6286.96959055,-0.482093,-0.0644609,0.168905,10435.211161898498,2.15534525500334,0.0,-14.8845,1.14021,16.67841694100207,839.757,3.14595,6486.38572277,376,0.0,64.8565263874,1.98397
891.865,378,67.2527658339,1000.0,91.773,1000,1000,6530.60727129,6530.60727129,67.2527658339,1918.37,95.1279,378000,-2.09369,-2.8312,6269.57517371,0.0,12.16020691490121,6.6333,1911.81,891.865,-5.59099,1918.37,-1.20806,378000,-0.174519,6530.60727129,-0.461964,-0.0209323,0.162838,10466.414119080377,2.35862890296994,0.0,-12.9718,1.10755,16.693736144003196,884.27,3.10952,6486.38572277,377,0.0,67.2527658339,1.84276
849.369,379,66.361237701,1000.0,66.7625,1000,1000,6439.64171199,6439.64171199,66.361237701,2040.71,73.4352,379000,-2.16341,-3.31248,6322.63017969,0.0,11.661576993978088,5.99696,2035.04,849.369,-5.7206,2040.71,-1.52173,379000,-0.19648,6439.64171199,-0.475327,0.0422391,0.158655,10496.792650236368,2.033372630012309,0.0,-14.2619,1.17474,16.680296870999882,846.316,2.97902,6486.38572277,378,0.0,66.361237701,1.91715
929.058,380,63.5895068177,1000.0,81.0663,1000,1000,6170.90955742,6170.90955742,63.5895068177,1819.49,73.5532,380000,-2.45201,-2.58489,6409.12548793,0.0,11.545261543975357,6.52485,1811.2,929.058,-5.80979,1819.49,-1.06708,380000,-0.182737,6170.90955742,-0.454461,-0.0611608,0.156561,10527.231119294343,2.198342256997421,0.0,-14.5885,1.09745,16.70435498200095,923.224,3.56227,6486.38572277,379,0.0,63.5895068177,1.86576
853.24,381,65.3159342143,1000.0,237.544,1000,1000,6332.35066241,6332.35066241,65.3159342143,2031.69,246.011,381000,-0.222672,-2.92978,6118.57838147,0.0,11.681994520971784,7.36184,2024.23,853.24,-5.61474,2031.69,-1.51735,381000,-0.159681,6332.35066241,-0.477902,0.00770932,0.164018,10557.869595960312,2.2929202249906666,0.0,-13.2709,1.15849,16.677694836002047,846.101,2.87694,6486.38572277,380,0.0,65.3159342143,1.81901
841.935,382,65.1636137411,1000.0,120.981,1000,1000,6310.46990614,6310.46990614,65.1636137411,2007.4,144.389,382000,-1.22073,-4.30114,6172.47658662,0.0,10.445938121916697,7.0223,2010.54,841.935,-5.48919,2007.4,-1.39685,382000,-0.217416,6310.46990614,-0.468603,-0.0258369,0.162012,10586.459957149198,1.4755269129782391,0.0,-10.3352,1.18735,16.668101078998006,834.829,3.60387,6486.38572277,381,0.0,65.1636137411,1.62303
870.494,383,69.2564726534,1000.0,370.254,1000,1000,6725.674465,6725.674465,69.2564726534,1959.17,384.379,383000,-2.08515,-2.64621,6395.60118754,0.0,12.210093752048124,7.11342,1956.47,870.494,-5.76657,1959.17,-1.48965,383000,-0.196192,6725.674465,-0.457827,-0.0199313,0.152135,10617.71135272816,2.3645106789081183,0.0,-14.4991,1.11074,16.67360567400101,867.308,2.75636,6486.38572277,382,0.0,69.2564726534,1.85951
930.892,384,68.2805579701,1000.0,247.347,1000,1000,6632.42804065,6632.42804065,68.2805579701,1941.72,233.939,384000,-1.81272,-2.59802,5971.12481747,0.0,11.772563468970475,7.55264,1941.65,930.892,-5.86252,1941.72,-1.27385,384000,-0.224985,6632.42804065,-0.457079,0.00325161,0.165256,10648.402240149082,2.2487564079528966,0.0,-12.0854,1.09381,16.68305300599968,927.083,2.87259,6486.38572277,383,0.0,68.2805579701,1.88737
912.919,385,66.799687805,1000.0,95.8195,1000,1000,6481.01110829,6481.01110829,66.799687805,1934.17,92.9835,385000,-2.22688,-4.21529,6518.12237122,0.0,11.485095029893273,6.45934,1934.65,912.919,-5.81861,1934.17,-1.13235,385000,-0.169897,6481.01110829,-0.462226,0.00833145,0.152922,10678.77053164293,2.187298219956574,0.0,-11.9856,1.12856,16.67555517299843,910.386,3.3319,6518.12237122,384,0.0,66.799687805,1.78378
894.337,386,68.7243054903,1000.0,68.0437,1000,1000,6675.87381803,6675.87381803,68.7243054903,1981.36,63.9439,386000,-2.42957,-2.47761,6007.22728398,0.0,12.151359548992332,6.49615,1980.48,894.337,-5.63133,1981.36,-0.980897,386000,-0.0687496,6675.87381803,-0.467112,-0.0682868,0.152553,10709.798413704955,2.2016014250402804,0.0,-13.2468,1.15361,16.698718931998883,891.775,2.96616,6518.12237122,385,0.0,68.7243054903,1.60446
928.548,387,69.4692172095,1000.0,220.804,1000,1000,6746.60215857,6746.60215857,69.4692172095,2024.5,229.617,387000,-1.99558,-2.63677,6337.67889735,0.0,12.283253451038036,5.69082,2026.3,928.548,-5.55034,2024.5,-1.56424,387000,-0.203911,6746.60215857,-0.468597,-0.0613829,0.150127,10741.142859910071,2.3835111970765865,0.0,-16.3915,1.13078,16.675901793001685,925.972,3.00208,6518.12237122,386,0.0,69.4692172095,1.67331
914.145,388,65.7199961704,1000.0,283.945,1000,1000,6372.49247544,6372.49247544,65.7199961704,2004.6,174.922,388000,-1.1913,-3.68153,5983.69347738,0.0,11.76408213801551,7.85592,2001.25,914.145,-5.73248,2004.6,-1.6825,388000,-0.179319,6372.49247544,-0.482768,-0.093326,0.169795,10771.713215712038,2.136465914954897,0.0,-12.7613,1.16629,16.68357225699947,911.632,3.10666,6518.12237122,387,0.0,65.7199961704,1.95779
830.755,389,68.1698673233,1000.0,65.4552,1000,1000,6617.85100844,6617.85100844,68.1698673233,2096.89,74.4757,389000,-1.84473,-2.86595,5867.55287901,0.0,9.596428241045942,7.38932,2100.9,830.755,-5.50422,2096.89,-1.38724,389000,-0.138457,6617.85100844,-0.489691,-0.0724039,0.158081,10799.257105510076,1.2726522899865813,0.0,-12.3908,1.1998,16.667321495999204,827.653,3.0935,6518.12237122,388,0.0,68.1698673233,1.86274
855.747,390,61.8704671112,1000.0,139.81,1000,1000,5993.17129277,5993.17129277,61.8704671112,2027.29,105.45,390000,-1.29806,-4.59803,6418.37703932,0.0,12.297961083007976,6.81465,2029.84,855.747,-5.46526,2027.29,-1.59387,390000,-0.184734,5993.17129277,-0.487594,-0.0597763,0.151624,10830.644078899104,2.4078956010234833,0.0,-13.8751,1.14298,16.681096972999512,856.147,3.40422,6518.12237122,389,0.0,61.8704671112,1.83887
896.863,391,66.9271385637,1000.0,121.636,1000,1000,6494.11451428,6494.11451428,66.9271385637,1921.65,113.505,391000,-1.99713,-3.49239,6360.15480473,0.0,12.285465543995088,6.97044,1907.1,896.863,-5.72572,1921.65,-1.69892,391000,-0.286711,6494.11451428,-0.460289,0.138091,0.161219,10862.051053348086,2.43780539997897,0.0,-12.4685,1.11591,16.684750643998996,886.527,2.7971,6518.12237122,390,0.0,66.9271385637,1.82533
894.759,392,67.2027652055,1000.0,81.9208,1000,1000,6520.93545719,6520.93545719,67.2027652055,1973.85,80.1932,392000,-2.11719,-2.70943,6667.87352247,0.0,11.372827043982397,6.45378,1974.87,894.759,-5.92674,1973.85,-1.09671,392000,-0.138727,6520.93545719,-0.474112,-0.0376604,0.157575,10892.093912106078,1.992529581009876,0.0,-13.8874,1.18267,16.68912017099865,892.915,3.20268,6667.87352247,391,0.0,67.2027652055,2.11074
838.167,393,68.5705264147,1000.0,72.9009,1000,1000,6654.60999168,6654.60999168,68.5705264147,2047.63,91.6877,393000,-1.85028,-2.46288,6121.73604861,0.0,11.490091746989492,7.34826,2054.55,838.167,-5.60911,2047.63,-1.16868,393000,-0.16417,6654.60999168,-0.483435,-0.0522394,0.145215,10922.476869486154,2.1839381010795478,0.0,-13.6444,1.16212,16.685122806000436,839.381,3.7729,6667.87352247,392,0.0,68.5705264147,1.74414
877.448,394,67.4391899092,1000.0,86.2442,1000,1000,6548.33999108,6548.33999108,67.4391899092,2021.1,82.6309,394000,-1.90032,-3.60248,6249.40642134,0.0,12.142698603947792,6.84808,2017.1,877.448,-5.65733,2021.1,-1.49755,394000,-0.146108,6548.33999108,-0.484503,-0.0266517,0.165062,10953.685345022104,2.388013169002079,0.0,-10.6015,1.17621,16.704664212000353,872.505,3.07615,6667.87352247,393,0.0,67.4391899092,1.75646
