pool-size,total-samples,return-average,AverageForwardProgress,MeanDistfromGoal,episode-length-min,epoch,qf1-std,mean-sq-bellman-error2,mean-qf-diff,qf1-avg,time-train,return-std,episodes,vf-std,last-path-return,MaxForwardProgress,qf2-std,time-eval,vf-avg,StdForwardProgress,episode-length-std,mean-sq-bellman-error1,qf2-avg,MinForwardProgress,time-sample,max-path-return,episode-length-avg,return-min,episode-length-max,time-total,return-max
1000000,1017000,-3125.73987016,-0.117172232174,4.50817538812,1000,1016,470.85,622.025,9.10303,-1642.57,25.641685276990756,0.0,1022,465.571,-3068.34761304,-0.117172232174,470.85,16.685053803958,-1659.49,0.0,0.0,600.078,-1642.57,-0.117172232174,6.8926597754471,-228.684498135,1000.0,-3125.73987016,1000,45470.15687174047,-3125.73987016
1000000,1018000,-4433.77658913,-0.145759442772,8.46351599776,1000,1017,457.11,465.135,9.04546,-1633.46,23.985083295963705,0.0,1023,454.934,-3206.1299792,-0.145759442772,457.11,16.70277271908708,-1633.15,0.0,0.0,426.372,-1633.46,-0.145759442772,5.384292128030211,-228.684498135,1000.0,-4433.77658913,1000,45516.203123512445,-4433.77658913
1000000,1019000,-4399.15430679,-0.131305947336,8.40082165924,1000,1018,442.325,217.3,8.29818,-1593.17,27.010101231513545,0.0,1024,437.673,-2390.44941826,-0.131305947336,442.325,16.69214380905032,-1595.74,0.0,0.0,210.222,-1593.17,-0.131305947336,7.199269764358178,-228.684498135,1000.0,-4399.15430679,1000,45567.10412494419,-4399.15430679
1000000,1020000,-2691.9584184,-0.0371162031142,1.64425462871,1000,1019,449.046,839.306,9.45265,-1683.57,24.427326710661873,0.0,1025,449.687,-3279.80518497,-0.0371162031142,449.046,16.69180788216181,-1689.47,0.0,0.0,873.97,-1683.57,-0.0371162031142,6.09882514947094,-228.684498135,1000.0,-2691.9584184,1000,45614.3196252503,-2691.9584184
1000000,1021000,-3322.32881487,0.179669409494,5.58747576355,1000,1020,479.719,199.933,8.65018,-1628.66,26.16296340408735,0.0,1026,478.642,-3271.47324926,0.179669409494,479.719,16.69425106002018,-1623.74,0.0,0.0,212.097,-1628.66,0.179669409494,6.816457823617384,-228.684498135,1000.0,-3322.32881487,1000,45663.97810307215,-3322.32881487
1000000,1022000,-2961.09571439,-0.133628151869,4.55732512434,1000,1021,452.348,335.579,8.73413,-1611.31,25.857738072052598,0.0,1027,448.289,-2469.04550795,-0.133628151869,452.348,16.688190005952492,-1616.11,0.0,0.0,338.018,-1611.31,-0.133628151869,6.622539172647521,-228.684498135,1000.0,-2961.09571439,1000,45713.13906503399,-2961.09571439
1000000,1023000,-3365.94441748,0.000734482096129,4.24111167109,1000,1022,490.017,144.406,8.3531,-1584.5,26.8868339729961,0.0,1028,486.804,-2307.24748049,0.000734482096129,490.017,16.697085523977876,-1588.75,0.0,0.0,137.116,-1584.5,0.000734482096129,7.0249882319476455,-228.684498135,1000.0,-3365.94441748,1000,45763.72822641791,-3365.94441748
1000000,1024000,-2953.70954923,-0.11794216421,4.52159420586,1000,1023,409.461,831.819,8.07151,-1724.96,25.90182622964494,0.0,1029,406.526,-2226.73382515,-0.11794216421,409.461,16.687914135865867,-1726.26,0.0,0.0,779.342,-1724.96,-0.11794216421,6.790809159632772,-228.684498135,1000.0,-2953.70954923,1000,45813.10906190169,-2953.70954923
1000000,1025000,-2473.59227484,0.0826385269071,1.94011983245,1000,1024,468.464,149.179,7.68291,-1652.5,25.80604312918149,0.0,1030,467.725,-2958.79502173,0.0826385269071,468.464,16.69613830302842,-1658.66,0.0,0.0,157.093,-1652.5,0.0826385269071,6.43315813341178,-228.684498135,1000.0,-2473.59227484,1000,45862.0237813734,-2473.59227484
1000000,1026000,-2854.75411815,-0.095259709392,1.48922918177,1000,1025,493.14,599.527,10.265,-1561.6,27.398907645139843,0.0,1031,491.799,-3017.96291032,-0.095259709392,493.14,16.68707977514714,-1562.93,0.0,0.0,575.234,-1561.6,-0.095259709392,7.266036189859733,-228.684498135,1000.0,-2854.75411815,1000,45913.38583928323,-2854.75411815
1000000,1027000,-1995.44555087,0.0502061040648,1.47851609563,1000,1026,492.673,197.329,8.04466,-1632.96,24.377843575319275,0.0,1032,491.116,-3004.09621925,0.0502061040648,492.673,16.710084025980905,-1632.82,0.0,0.0,199.803,-1632.96,0.0502061040648,6.00058312038891,-228.684498135,1000.0,-1995.44555087,1000,45960.46345052146,-1995.44555087
1000000,1028000,-2582.81946904,0.0654110123174,1.76784789753,1000,1027,477.834,187.308,8.62834,-1620.8,26.083493505371734,0.0,1033,482.799,-4421.73308601,0.0654110123174,477.834,16.719277505995706,-1608.18,0.0,0.0,160.775,-1620.8,0.0654110123174,6.811103838030249,-228.684498135,1000.0,-2582.81946904,1000,46010.05041518365,-2582.81946904
1000000,1029000,-889.019767179,-0.157003312212,0.990069072099,903,1028,513.578,235.489,9.46447,-1601.94,23.667849004501477,0.0,1034,515.698,-3538.42082473,-0.157003312212,513.578,16.691708202008158,-1606.36,0.0,0.0,200.329,-1601.94,-0.157003312212,5.525622428627685,-228.684498135,903.0,-889.019767179,903,46054.307617132785,-889.019767179
1000000,1030000,-2151.7994212,-0.119179963828,1.63495154554,1000,1029,497.923,210.044,8.49505,-1626.35,26.988040018593892,0.0,1035,496.038,-2504.42287025,-0.119179963828,497.923,15.072256145998836,-1627.3,0.0,0.0,209.793,-1626.35,-0.119179963828,7.164296561619267,-228.684498135,1000.0,-2151.7994212,1000,46105.143148063915,-2151.7994212
1000000,1031000,-3207.32740384,-0.132744751713,4.47470455199,1000,1030,498.237,199.954,8.3786,-1601.83,23.818593660136685,0.0,1036,501.821,-2935.07595493,-0.132744751713,498.237,16.697428822983056,-1590.5,0.0,0.0,216.567,-1601.83,-0.132744751713,5.686801690608263,-228.684498135,1000.0,-3207.32740384,1000,46151.343172276625,-3207.32740384
1000000,1032000,-2933.68746986,-0.121803629039,4.41156191921,1000,1031,420.328,199.292,7.77959,-1671.86,25.879086985019967,0.0,1037,418.752,-2918.17973893,-0.121803629039,420.328,16.701030785916373,-1678.9,0.0,0.0,173.128,-1671.86,-0.121803629039,6.799631402827799,-228.684498135,1000.0,-2933.68746986,1000,46200.70659668138,-2933.68746986
1000000,1033000,-3169.59934461,-0.0974846816667,4.45931884642,1000,1032,494.717,852.479,9.23408,-1596.86,22.33058898593299,0.0,1038,491.959,-2268.54815137,-0.0974846816667,494.717,16.68781534396112,-1616.7,0.0,0.0,863.124,-1596.86,-0.0974846816667,5.294985698070377,-228.684498135,1000.0,-3169.59934461,1000,46245.00777602452,-3169.59934461
1000000,1034000,-3540.28815739,0.0554362196414,5.96381713686,1000,1033,481.366,183.4,8.51223,-1623.84,26.726294252322987,0.0,1039,476.222,-4399.71232415,0.0554362196414,481.366,16.68884219788015,-1631.23,0.0,0.0,190.679,-1623.84,0.0554362196414,6.9410724975168705,-228.684498135,1000.0,-3540.28815739,1000,46295.36282062321,-3540.28815739
1000000,1035000,-2091.01481842,-0.30600801488,1.67508850711,1000,1034,449.831,147.297,8.59356,-1631.46,25.19157065381296,0.0,1040,448.539,-4057.49055798,-0.30600801488,449.831,16.690490937093273,-1632.44,0.0,0.0,118.061,-1631.46,-0.30600801488,6.283068152144551,-228.684498135,1000.0,-2091.01481842,1000,46343.51602758537,-2091.01481842
1000000,1036000,-3296.07938201,0.0880852519655,5.62159742158,1000,1035,447.832,138.708,8.17616,-1626.06,25.98904434381984,0.0,1041,449.166,-3212.25210116,0.0880852519655,447.832,16.69650414818898,-1622.89,0.0,0.0,136.665,-1626.06,0.0880852519655,6.8776183552108705,-228.684498135,1000.0,-3296.07938201,1000,46393.07972844131,-3296.07938201
1000000,1037000,-2934.62042016,-0.153892419496,4.52598893951,1000,1036,448.112,672.366,7.83079,-1615.97,24.83116100076586,0.0,1042,444.992,-2907.47497115,-0.153892419496,448.112,16.696545028826222,-1623.34,0.0,0.0,651.685,-1615.97,-0.153892419496,6.337430358631536,-228.684498135,1000.0,-2934.62042016,1000,46440.93731864821,-2934.62042016
1000000,1038000,-2255.06397355,-0.00473447100839,1.53831989674,1000,1037,463.113,456.832,8.84191,-1586.19,26.848721359390765,0.0,1043,453.001,-3571.32949656,-0.00473447100839,463.113,16.698125353781506,-1601.87,0.0,0.0,391.452,-1586.19,-0.00473447100839,6.915842230198905,-228.684498135,1000.0,-2255.06397355,1000,46491.386374709895,-2255.06397355
1000000,1039000,-2723.21349723,-0.122648987753,2.02502640048,1000,1038,529.647,307.737,8.09217,-1582.85,26.70422060484998,0.0,1044,526.175,-2397.95122371,-0.122648987753,529.647,16.695278090890497,-1582.88,0.0,0.0,251.084,-1582.85,-0.122648987753,7.11917017842643,-228.684498135,1000.0,-2723.21349723,1000,46541.89203901682,-2723.21349723
1000000,1040000,-3052.84499645,-0.124493270082,4.44604500273,1000,1039,451.91,342.845,8.61973,-1644.78,25.304381688358262,0.0,1045,448.361,-4443.7103863,-0.124493270082,451.91,16.694720439845696,-1651.14,0.0,0.0,351.458,-1644.78,-0.124493270082,6.458518704865128,-228.684498135,1000.0,-3052.84499645,1000,46590.33176734182,-3052.84499645
1000000,1041000,-2918.26830358,-0.108518036318,3.09315522047,1000,1040,534.891,452.463,10.2728,-1589.35,25.798089511226863,0.0,1046,528.997,-4431.21220952,-0.108518036318,534.891,16.690830645151436,-1590.46,0.0,0.0,541.799,-1589.35,-0.108518036318,6.666786201065406,-228.684498135,1000.0,-2918.26830358,1000,46639.48776671314,-2918.26830358
1000000,1042000,-2228.52112986,0.0811293898874,1.51645995186,1000,1041,500.741,279.993,8.68325,-1617.22,25.69746860442683,0.0,1047,500.811,-3857.52018333,0.0811293898874,500.741,16.695210648002103,-1611.08,0.0,0.0,280.465,-1617.22,0.0811293898874,6.335072699002922,-228.684498135,1000.0,-2228.52112986,1000,46688.19690876128,-2228.52112986
1000000,1043000,-2928.54424265,-0.135691060772,4.43158993121,1000,1042,466.964,209.804,8.23452,-1636.23,26.92334958887659,0.0,1048,465.655,-3701.07150104,-0.135691060772,466.964,16.688841840950772,-1636.24,0.0,0.0,197.575,-1636.23,-0.135691060772,7.145910780178383,-228.684498135,1000.0,-2928.54424265,1000,46738.963068062905,-2928.54424265
1000000,1044000,-3011.46734697,-0.153133331893,4.50045285849,1000,1043,477.545,168.395,9.63895,-1649.29,22.623776079155505,0.0,1049,475.686,-3084.75782319,-0.153133331893,477.545,16.708261660998687,-1646.93,0.0,0.0,161.85,-1649.29,-0.153133331893,5.708231091033667,-228.684498135,1000.0,-3011.46734697,1000,46784.01686114888,-3011.46734697
1000000,1045000,-2519.04410621,-0.168738571973,1.49015375218,1000,1044,488.257,508.309,9.79447,-1591.59,25.999256922397763,0.0,1050,486.113,-2256.497639,-0.168738571973,488.257,16.73371133208275,-1594.93,0.0,0.0,549.328,-1591.59,-0.168738571973,6.681551110232249,-228.684498135,1000.0,-2519.04410621,1000,46833.384878094774,-2519.04410621
1000000,1046000,-2417.69190331,0.00358164749475,1.72497607305,1000,1045,482.922,1219.08,8.93125,-1571.74,23.007856589742005,0.0,1051,481.924,-2452.17827729,0.00358164749475,482.922,16.6941605580505,-1575.0,0.0,0.0,1132.58,-1571.74,0.00358164749475,5.2586116248276085,-228.684498135,1000.0,-2417.69190331,1000,46878.331386794336,-2417.69190331
1000000,1047000,-3012.46576665,-0.0173322230126,4.31427575338,1000,1046,441.414,1006.1,8.79794,-1637.2,27.127320823725313,0.0,1052,440.7,-2948.39667845,-0.0173322230126,441.414,16.690836170921102,-1636.3,0.0,0.0,1078.61,-1637.2,-0.0173322230126,7.107385319890454,-228.684498135,1000.0,-3012.46576665,1000,46929.24447364616,-3012.46576665
1000000,1048000,-3050.64010123,0.0236329111225,3.08709284894,1000,1047,486.622,174.624,7.59632,-1668.68,23.94396842829883,0.0,1053,486.856,-2949.56198108,0.0236329111225,486.622,16.688661518972367,-1662.56,0.0,0.0,171.483,-1668.68,0.0236329111225,5.7636021906509995,-228.684498135,1000.0,-3050.64010123,1000,46975.648510125,-3050.64010123
1000000,1049000,-2939.3152956,-0.163017372154,3.14054122619,1000,1048,463.231,188.358,8.19133,-1584.19,26.026431191712618,0.0,1054,458.691,-3217.69852649,-0.163017372154,463.231,16.709502696990967,-1589.81,0.0,0.0,176.214,-1584.19,-0.163017372154,6.623184646479785,-228.684498135,1000.0,-2939.3152956,1000,47024.99314885819,-2939.3152956
1000000,1050000,-2498.74579544,-0.247778202653,1.72321800501,1000,1049,473.942,208.021,8.46733,-1606.07,24.25158167211339,0.0,1055,467.287,-3232.88340868,-0.247778202653,473.942,16.69463763386011,-1613.87,0.0,0.0,202.165,-1606.07,-0.247778202653,5.821907494217157,-228.684498135,1000.0,-2498.74579544,1000,47071.77132548927,-2498.74579544
1000000,1051000,-2935.23794261,-0.0372405054213,4.108599847,1000,1050,439.048,652.237,9.00924,-1602.93,27.22889643209055,0.0,1056,436.52,-2349.33486947,-0.0372405054213,439.048,16.720869710901752,-1610.62,0.0,0.0,734.283,-1602.93,-0.0372405054213,6.980991337681189,-228.684498135,1000.0,-2935.23794261,1000,47122.65988097782,-2935.23794261
1000000,1052000,-3096.83710939,0.0112348329107,5.06103588545,1000,1051,467.741,370.304,8.84359,-1620.97,26.188981631072238,0.0,1057,465.412,-2131.2097134,0.0112348329107,467.741,16.68633695016615,-1621.34,0.0,0.0,293.934,-1620.97,0.0112348329107,6.5339418784715235,-228.684498135,1000.0,-3096.83710939,1000,47172.07372134132,-3096.83710939
1000000,1053000,-855.646036592,-0.12225268059,0.997864375492,889,1052,434.086,828.744,8.18334,-1590.7,26.13088803901337,0.0,1058,428.779,-859.644816047,-0.12225268059,434.086,16.703511155908927,-1611.03,0.0,0.0,789.291,-1590.7,-0.12225268059,6.550547523889691,-228.684498135,889.0,-855.646036592,889,47219.5938598935,-855.646036592
1000000,1054000,-2948.61030295,-0.194191757647,4.41649137011,1000,1053,453.051,1133.56,9.36379,-1650.43,25.77851037075743,0.0,1059,451.849,-2431.6499669,-0.194191757647,453.051,14.838407094823197,-1662.27,0.0,0.0,1081.36,-1650.43,-0.194191757647,6.6368069727905095,-228.684498135,1000.0,-2948.61030295,1000,47268.69567218213,-2948.61030295
1000000,1055000,-3871.73720756,0.140246633136,6.2742331184,1000,1054,481.619,230.182,8.40411,-1548.43,26.505646498641,0.0,1060,477.94,-3570.88645989,0.140246633136,481.619,16.69983929209411,-1557.93,0.0,0.0,308.129,-1548.43,0.140246633136,6.796477641677484,-228.684498135,1000.0,-3871.73720756,1000,47318.687246226706,-3871.73720756
1000000,1056000,-3417.81093685,-0.164242002279,4.72539581436,1000,1055,468.595,727.794,8.50057,-1616.27,26.89543541125022,0.0,1061,466.96,-3123.61599779,-0.164242002279,468.595,16.70375383622013,-1625.47,0.0,0.0,664.967,-1616.27,-0.164242002279,7.112467003520578,-228.684498135,1000.0,-3417.81093685,1000,47369.3900689336,-3417.81093685
1000000,1057000,-3748.19990736,-0.0504040402975,5.75151040657,1000,1056,448.458,469.406,8.32703,-1588.5,24.265404347795993,0.0,1062,447.604,-3318.59976983,-0.0504040402975,448.458,16.702630901010707,-1585.95,0.0,0.0,424.145,-1588.5,-0.0504040402975,6.041431114077568,-228.684498135,1000.0,-3748.19990736,1000,47416.38366571558,-3748.19990736
1000000,1058000,-2734.87460091,-0.0756762565532,1.72638034974,1000,1057,451.613,258.069,8.57167,-1618.94,26.200849512126297,0.0,1063,451.389,-3196.42034427,-0.0756762565532,451.613,16.69774420396425,-1619.24,0.0,0.0,238.281,-1618.94,-0.0756762565532,6.640839683124796,-228.684498135,1000.0,-2734.87460091,1000,47465.914591809735,-2734.87460091
1000000,1059000,-4303.91583867,-0.156206901962,8.40121634883,1000,1058,423.401,171.89,8.24332,-1636.02,24.97383848298341,0.0,1064,423.272,-3261.59240404,-0.156206901962,423.401,16.703615964157507,-1639.06,0.0,0.0,154.6,-1636.02,-0.156206901962,6.036304546520114,-228.684498135,1000.0,-4303.91583867,1000,47513.607728445204,-4303.91583867
1000000,1060000,-2428.78288208,-0.147412401067,1.75526478731,1000,1059,435.425,171.488,8.75379,-1586.94,26.841129982843995,0.0,1065,434.369,-2909.52574068,-0.147412401067,435.425,16.688960889121518,-1583.81,0.0,0.0,140.408,-1586.94,-0.147412401067,6.968790002632886,-228.684498135,1000.0,-2428.78288208,1000,47564.10922593088,-2428.78288208
1000000,1061000,-3125.40801794,-0.136669752764,4.44351058999,1000,1060,490.768,648.877,8.95423,-1584.27,21.262115402147174,0.0,1066,492.408,-3602.08008896,-0.136669752764,490.768,16.70418405905366,-1593.45,0.0,0.0,648.142,-1584.27,-0.136669752764,4.904547230806202,-228.684498135,1000.0,-3125.40801794,1000,47606.951234627515,-3125.40801794
1000000,1062000,-2288.57186644,-0.0210210417424,1.52371863804,1000,1061,497.874,351.079,8.82602,-1600.2,25.9225074746646,0.0,1067,488.624,-3013.36870714,-0.0210210417424,497.874,16.695767090190202,-1617.59,0.0,0.0,351.847,-1600.2,-0.0210210417424,6.782110089901835,-228.684498135,1000.0,-2288.57186644,1000,47656.35350471083,-2288.57186644
1000000,1063000,-3757.48503186,-0.191538142157,7.68000844156,1000,1062,487.666,580.794,8.38886,-1565.97,23.537185464752838,0.0,1068,486.535,-3322.24031957,-0.191538142157,487.666,16.699336861958727,-1569.75,0.0,0.0,558.15,-1565.97,-0.191538142157,5.375855106860399,-228.684498135,1000.0,-3757.48503186,1000,47701.95143121667,-3757.48503186
1000000,1064000,-2733.60759887,-0.11526817276,1.56712898612,1000,1063,428.694,441.264,8.557,-1646.33,27.19753236253746,0.0,1069,426.442,-4446.70917226,-0.11526817276,428.694,16.696458406979218,-1646.01,0.0,0.0,451.322,-1646.33,-0.11526817276,7.1288048988208175,-228.684498135,1000.0,-2733.60759887,1000,47752.96659288532,-2733.60759887
1000000,1065000,-2841.51011908,-0.0316790284763,1.53076399124,1000,1064,464.265,1070.52,8.64309,-1571.38,26.46439762087539,0.0,1070,464.876,-2693.73799017,-0.0316790284763,464.265,16.69945037504658,-1559.46,0.0,0.0,1165.9,-1571.38,-0.0316790284763,6.695921963546425,-228.684498135,1000.0,-2841.51011908,1000,47802.818143459735,-2841.51011908
1000000,1066000,-2995.00307852,-0.144349676578,4.45047710667,1000,1065,428.309,188.609,8.97424,-1607.38,24.12045597936958,0.0,1071,429.879,-3074.69503118,-0.144349676578,428.309,16.70029186317697,-1600.4,0.0,0.0,121.175,-1607.38,-0.144349676578,6.042515648296103,-228.684498135,1000.0,-2995.00307852,1000,47849.659118711716,-2995.00307852
1000000,1067000,-2975.37652443,-0.129795659836,4.39936227884,1000,1066,420.145,439.646,8.73737,-1610.61,26.996255862060934,0.0,1072,421.902,-3529.70880251,-0.129795659836,420.145,16.689123342977837,-1608.35,0.0,0.0,493.081,-1610.61,-0.129795659836,7.016389149706811,-228.684498135,1000.0,-2975.37652443,1000,47900.364705650136,-2975.37652443
1000000,1068000,-4394.71435803,-0.148918441973,8.42120562722,1000,1067,501.294,457.626,8.96682,-1593.76,23.965200684731826,0.0,1073,505.667,-3727.21726021,-0.148918441973,501.294,16.701715864008293,-1566.62,0.0,0.0,463.63,-1593.76,-0.148918441973,5.541715219849721,-228.684498135,1000.0,-4394.71435803,1000,47946.55804717564,-4394.71435803
1000000,1069000,-2709.42613514,-0.169344184619,3.20733958797,1000,1068,492.11,296.505,8.47408,-1602.18,26.223031147150323,0.0,1074,493.728,-4043.95126959,-0.169344184619,492.11,16.69944986095652,-1609.37,0.0,0.0,319.852,-1602.18,-0.169344184619,6.823742912616581,-228.684498135,1000.0,-2709.42613514,1000,47996.29038984445,-2709.42613514
1000000,1070000,-2377.15906946,-0.157035595302,1.89825120336,1000,1069,493.065,277.518,9.27354,-1642.72,20.877981724683195,0.0,1075,491.793,-3304.63732142,-0.157035595302,493.065,16.6925018010661,-1640.94,0.0,0.0,272.503,-1642.72,-0.157035595302,4.9282750193960965,-228.684498135,1000.0,-2377.15906946,1000,48038.77760803304,-2377.15906946
1000000,1071000,-1043.62008729,-0.180807205981,0.994220712246,940,1070,444.34,473.1,8.76043,-1586.32,26.650746224215254,0.0,1076,447.356,-2733.76891526,-0.180807205981,444.34,16.688364645000547,-1574.01,0.0,0.0,493.126,-1586.32,-0.180807205981,6.905883128521964,-228.684498135,940.0,-1043.62008729,940,48088.015560766915,-1043.62008729
1000000,1072000,-890.221893321,-0.147503730035,0.993245102697,924,1071,472.624,171.615,9.21719,-1607.61,24.064808761235327,0.0,1077,475.515,-2893.05330604,-0.147503730035,472.624,15.695087207015604,-1611.66,0.0,0.0,98.1439,-1607.61,-0.147503730035,6.093286688905209,-228.684498135,924.0,-890.221893321,924,48133.58798454376,-890.221893321
1000000,1073000,-2523.25937018,0.0995334693801,1.52505835093,1000,1072,445.661,405.981,8.45929,-1595.86,26.784669450484216,0.0,1078,442.452,-3195.26737525,0.0995334693801,445.661,15.434891771990806,-1602.43,0.0,0.0,371.648,-1595.86,0.0995334693801,6.956757681211457,-228.684498135,1000.0,-2523.25937018,1000,48184.017244084505,-2523.25937018
