log-sigs-min,epoch,MinProgress,mean-sq-bellman-error1,time-total,return-average,qf1-std,episode-length-std,policy-mus-min,policy-mus-std,vf-std,log-pi-max,StdProgress,vf-avg,mean-sq-bellman-error2,episode-length-max,return-max,MaxProgress,total-samples,log-pi-mean,qf1-avg,time-eval,mean-qf-diff,max-path-return,policy-mus-max,pool-size,log-sigs-max,time-train,episodes,return-min,last-path-return,log-sigs-mean,return-std,log-pi-std,AverageProgress,qf2-avg,episode-length-min,time-sample,qf2-std,log-sigs-std,policy-mus-mean,episode-length-avg,log-pi-min
-0.995478,377,29.4584209742,121.334,9621.74693920958,1503.82347009,311.428,0.0,-2.98575,0.773168,313.33,-3.94938,0.0,680.773,136.057,1000,1503.82347009,29.4584209742,378000,-8.40497,673.096,16.682700753037352,8.59527,2871.3810522447757,2.69931,378000,-0.0414474,10.035331185965333,505,1503.82347009,552.4636813842598,-0.347305,0.0,2.2832,29.4584209742,673.096,1000,1.5669663907610811,311.428,0.150899,0.0296157,1000.0,-19.7557
-1.04758,378,56.2536334454,135.176,9649.967550715723,2822.26204447,313.626,0.0,-2.70042,0.784449,313.803,-2.3466,0.0,708.082,115.668,1000,2822.26204447,56.2536334454,379000,-8.4718,699.426,16.66988369898172,8.58957,2871.3810522447757,2.52912,379000,-0.0784193,10.010250704886857,506,2822.26204447,766.7564841817798,-0.341222,0.0,2.0504,56.2536334454,699.426,1000,1.5327071492210962,313.626,0.142391,0.00892194,1000.0,-15.2796
-0.927891,379,29.9209842896,118.717,9683.325399971858,1532.6071295,307.633,0.0,-2.68693,0.756041,308.178,-3.33744,0.0,705.627,125.128,1000,1532.6071295,29.9209842896,380000,-8.69028,700.032,16.684355776989833,8.54199,2871.3810522447757,2.93834,380000,-0.0779409,14.140698722563684,507,1532.6071295,2257.9760328916336,-0.34163,0.0,2.37896,29.9209842896,700.032,1000,2.5323945555719547,307.633,0.139698,-0.0150885,1000.0,-16.0398
-0.864686,380,51.9437262602,105.814,9714.67469897744,2600.28690935,312.669,0.0,-3.0712,0.768248,311.902,-3.88069,0.0,705.076,120.64,1000,2600.28690935,51.9437262602,381000,-8.47738,704.548,16.682821544993203,8.16167,2871.3810522447757,2.59115,381000,-0.0982823,12.524332292960025,508,2600.28690935,2725.3836932914805,-0.353413,0.0,2.18217,51.9437262602,704.548,1000,2.1619584085419774,312.669,0.140034,-0.0588983,1000.0,-17.0772
-1.19612,381,12.7785895206,166.62,9742.706730813137,675.683251641,325.737,0.0,-2.75389,0.793018,322.524,-2.15446,0.0,702.937,138.137,1000,675.683251641,12.7785895206,382000,-8.45108,700.781,16.669150250963867,8.14625,2871.3810522447757,2.95816,382000,-0.055819,9.842579907970503,509,675.683251641,942.0889465513609,-0.349007,0.0,2.33281,12.7785895206,700.781,1000,1.5177233638823964,325.737,0.144526,-0.0171262,1000.0,-17.6028
-0.906765,382,19.4035247123,128.385,9760.227047112247,987.192445828,305.495,0.0,-3.19389,0.794271,306.404,-3.50049,0.0,708.127,133.52,365,987.192445828,19.4035247123,383000,-8.4703,701.782,16.682888858020306,8.3818,2871.3810522447757,2.54785,383000,-0.0462907,9.891345407289919,510,987.192445828,921.4105738311783,-0.347006,0.0,2.19241,19.4035247123,701.782,365,1.5327755428734235,305.495,0.138552,-0.0832518,365.0,-16.5166
-0.930398,383,53.9682906735,97.6979,9785.732610262465,2723.81671776,320.145,0.0,-3.00808,0.761733,318.302,-2.49148,0.0,654.613,111.169,1000,2723.81671776,53.9682906735,384000,-8.58749,650.508,6.093767679994926,7.10674,3042.2877863561407,3.25996,384000,-0.0146005,7.360288305557333,511,2723.81671776,3042.2877863561407,-0.330963,0.0,2.354,53.9682906735,650.508,1000,1.4734297646791674,320.145,0.143488,-0.0872823,1000.0,-16.8008
-1.20036,384,55.0185531099,131.49,9812.049644782383,2774.01963038,306.192,0.0,-3.70278,0.823123,307.329,-1.76089,0.0,720.961,187.935,1000,2774.01963038,55.0185531099,385000,-8.52752,713.296,16.678019765007775,8.54238,3042.2877863561407,3.19598,385000,-0.07826,8.126461001462303,512,2774.01963038,622.128120891215,-0.363643,0.0,2.41504,55.0185531099,713.296,1000,1.5199223195086233,306.192,0.153377,-0.00646984,1000.0,-15.9362
-1.26473,385,51.9863768519,101.952,9842.793568656896,2631.44428708,312.221,0.0,-3.37562,0.794731,309.575,-2.99568,0.0,705.147,102.271,1000,2631.44428708,51.9863768519,386000,-8.20545,705.793,16.67915645003086,8.13225,3042.2877863561407,2.65527,386000,-0.0468469,11.966796677035745,513,2631.44428708,1535.6827794102746,-0.370486,0.0,2.30797,51.9863768519,705.793,1000,2.099042560439557,312.221,0.172097,0.0213815,1000.0,-15.278
-1.10888,386,52.4207297757,163.339,9874.794563123549,2600.55130033,307.819,0.0,-2.90876,0.839751,307.364,-2.95119,0.0,726.527,135.612,1000,2600.55130033,52.4207297757,387000,-8.19121,723.976,16.675936684012413,8.5393,3042.2877863561407,3.59961,387000,0.00787759,12.858002826978918,514,2600.55130033,2481.812516955695,-0.367077,0.0,2.01761,52.4207297757,723.976,1000,2.4669949946692213,307.819,0.144349,-0.011853,1000.0,-16.4201
-1.09493,387,26.1489598597,406.025,9892.307411253336,1321.13359513,318.864,0.0,-3.07,0.780006,315.628,-2.8129,0.0,665.506,216.559,394,1321.13359513,26.1489598597,388000,-8.61613,659.118,16.682017204002477,8.63866,3042.2877863561407,3.7025,388000,-0.0678421,9.415989674977027,515,1321.13359513,2692.371776749646,-0.337802,0.0,2.17211,26.1489598597,659.118,394,1.5346651687286794,318.864,0.142795,-0.0279644,394.0,-15.7326
-1.06525,388,61.4189801446,112.872,9920.639255274262,3097.0062119,310.96,0.0,-2.48382,0.794064,311.65,-4.06513,0.0,711.351,155.953,1000,3097.0062119,61.4189801446,389000,-8.47081,709.715,6.582805928017478,8.51405,3042.2877863561407,2.91402,389000,-0.0576282,9.741979503422044,516,3097.0062119,2683.774440068258,-0.351739,0.0,2.2424,61.4189801446,709.715,1000,1.9143113495083526,310.96,0.138444,-0.0670804,1000.0,-18.0793
-1.16543,389,8.75360816376,161.463,9948.674742894655,477.600232873,325.161,0.0,-3.10961,0.778033,319.861,-2.10547,0.0,706.518,126.666,1000,477.600232873,8.75360816376,390000,-8.45595,712.741,16.663419134973083,8.09928,3042.2877863561407,2.45001,390000,-0.0815673,9.507201828062534,519,477.600232873,197.48846907942817,-0.364854,0.0,2.40411,8.75360816376,712.741,1000,1.8525938753737137,325.161,0.14903,-0.024614,1000.0,-16.0476
-0.983639,390,60.3103824963,121.178,9974.225125667872,3017.77053213,309.688,0.0,-3.18054,0.78882,310.394,-3.77525,0.0,680.596,88.108,1000,3017.77053213,60.3103824963,391000,-8.62853,674.279,16.67956041096477,7.95319,3042.2877863561407,2.81264,391000,-0.0190405,7.408307117933873,521,3017.77053213,465.76683896857975,-0.340535,0.0,2.25657,60.3103824963,674.279,1000,1.4757675302680582,309.688,0.141354,-0.0307628,1000.0,-15.5911
-1.25447,391,63.3534460371,128.898,10000.562712333514,3134.75629253,317.426,0.0,-3.47386,0.819391,316.702,-3.38921,0.0,727.419,131.093,1000,3134.75629253,63.3534460371,392000,-8.55689,729.01,16.674010020971764,8.10357,3042.2877863561407,3.34844,392000,-0.0763667,8.09206297295168,522,3134.75629253,1176.6255506369346,-0.359267,0.0,2.17508,63.3534460371,729.01,1000,1.5827350986655802,317.426,0.139817,-0.0308836,1000.0,-17.1895
-0.995808,392,30.4284598798,234.689,10029.462133515568,1551.60682363,305.783,0.0,-3.10775,0.809536,305.717,-3.21288,0.0,733.508,229.837,1000,1551.60682363,30.4284598798,393000,-8.61026,734.151,16.66815363400383,8.75863,3042.2877863561407,2.86937,393000,-0.0550625,10.223166092124302,523,1551.60682363,2590.225499003264,-0.356418,0.0,2.32174,30.4284598798,734.151,1000,2.008825727913063,305.783,0.140673,-0.0917451,1000.0,-18.9871
-1.0599,393,1.82912054852,194.806,10039.628122428257,97.4653390569,320.876,0.0,-2.57875,0.780044,318.716,-2.97944,0.0,672.92,187.718,48,97.4653390569,1.82912054852,394000,-8.46463,671.116,16.667486008023843,8.54372,3042.2877863561407,2.79868,394000,-0.0959034,7.799788442556746,524,97.4653390569,2229.8893708104943,-0.33895,0.0,2.17923,1.82912054852,671.116,48,1.5667949410853907,320.876,0.149804,-0.00167644,48.0,-15.4387
-1.03776,394,55.7865080981,175.397,10072.498883861816,2793.71332726,314.71,0.0,-2.90097,0.774812,316.709,-4.00441,0.0,709.87,207.415,1000,2793.71332726,55.7865080981,395000,-8.67716,697.089,0.8089863149798475,8.05371,3042.2877863561407,2.9305,395000,-0.103807,13.731089101289399,527,2793.71332726,791.3068900739434,-0.346864,0.0,2.10098,55.7865080981,697.089,1000,2.458999697351828,314.71,0.143411,-0.0151937,1000.0,-15.3106
-1.10343,395,61.3731802267,555.454,10103.481475583802,3100.60137209,321.697,0.0,-2.95087,0.819557,322.011,-2.53022,0.0,690.267,581.009,1000,3100.60137209,61.3731802267,396000,-8.48574,682.648,16.680488990969025,8.36329,3042.2877863561407,4.26032,396000,-0.0857207,12.20752122590784,528,3100.60137209,1209.326661009142,-0.365016,0.0,2.44813,61.3731802267,682.648,1000,2.1051855590194464,321.697,0.15873,-0.0329006,1000.0,-15.5274
-1.16975,396,60.5022679018,92.3061,10129.066563540895,2980.0315426,320.004,0.0,-3.67459,0.77283,316.867,-3.04234,0.0,683.852,99.4479,1000,2980.0315426,60.5022679018,397000,-8.78708,684.795,16.67293833801523,8.27338,3042.2877863561407,3.51851,397000,-0.0414014,7.44377349561546,529,2980.0315426,1863.7083733720194,-0.348459,0.0,2.541,60.5022679018,684.795,1000,1.4757908454630524,320.004,0.15118,-0.0477855,1000.0,-18.0564
-1.1268,397,0.637714283916,422.886,10139.90192162426,34.6436032688,323.542,0.0,-3.05247,0.80068,318.999,-2.74243,0.0,710.102,398.261,27,34.6436032688,0.637714283916,398000,-8.62844,711.443,16.671435764001217,9.28118,3042.2877863561407,2.47066,398000,-0.0937349,8.773334108118434,531,34.6436032688,916.5764732937572,-0.345852,0.0,2.26615,0.637714283916,711.443,27,1.6103935252176598,323.542,0.145653,-0.0598806,27.0,-14.9732
-1.17106,398,38.3300579294,149.546,10167.604203692754,1933.75060249,309.925,0.0,-2.69033,0.798815,306.747,-3.36341,0.0,678.537,137.72,1000,1933.75060249,38.3300579294,399000,-8.4298,676.203,0.4524403390241787,7.92556,3042.2877863561407,2.94937,399000,-0.0591546,9.495238389179576,532,1933.75060249,350.8902164159869,-0.355584,0.0,2.48122,38.3300579294,676.203,1000,1.5468126003979705,309.925,0.163719,-0.0237786,1000.0,-17.033
-1.07113,399,61.4619078994,234.317,10195.891500058817,3106.90143231,321.228,0.0,-3.88108,0.797694,318.757,-2.36085,0.0,693.593,223.42,1000,3106.90143231,61.4619078994,400000,-8.37901,695.879,16.67010566900717,8.59519,3042.2877863561407,3.55109,400000,-0.0891113,9.967913428728934,535,3106.90143231,505.2373456646951,-0.349677,0.0,2.19783,61.4619078994,695.879,1000,1.6433356472407468,321.228,0.150325,-0.0190278,1000.0,-15.4239
-1.20894,400,43.1025612523,90.8156,10223.62263940816,2188.62223541,314.93,0.0,-3.12764,0.746714,312.897,-3.83786,0.0,727.872,88.877,1000,2188.62223541,43.1025612523,401000,-8.48934,731.272,16.675087056006305,7.55791,3042.2877863561407,2.59104,401000,-0.0809399,9.302953474340029,536,2188.62223541,397.56697717212495,-0.352188,0.0,2.14976,43.1025612523,731.272,1000,1.755159702966921,314.93,0.142968,-0.0546503,1000.0,-17.1954
-1.03074,401,8.68142547513,132.8,10253.950941389718,471.930065281,324.47,0.0,-3.04128,0.797889,324.899,-2.76498,0.0,715.819,149.669,1000,471.930065281,8.68142547513,402000,-8.31495,709.028,16.67678577802144,8.20245,3042.2877863561407,3.94944,402000,-0.0831562,11.504246961965691,537,471.930065281,951.0194027372223,-0.364748,0.0,2.14218,8.68142547513,709.028,1000,2.1430067056207918,324.47,0.152741,-0.0218911,1000.0,-16.99
-0.985929,402,45.494910443,150.643,10281.517771393992,2264.33028898,317.993,0.0,-3.46333,0.744741,318.147,-2.46539,0.0,694.733,178.556,1000,2264.33028898,45.494910443,403000,-8.53423,686.033,16.683698248991277,9.95774,3042.2877863561407,2.6494,403000,-0.0431253,9.271030478819739,540,2264.33028898,279.520530767244,-0.343238,0.0,2.28917,45.494910443,686.033,1000,1.6248037182958797,317.993,0.149415,-0.0679483,1000.0,-18.3858
-1.11823,403,19.0178900183,181.872,10308.171674355224,991.211457834,324.994,0.0,-3.08543,0.784987,322.546,-3.6986,0.0,713.617,172.691,1000,991.211457834,19.0178900183,404000,-8.17648,709.777,16.674800232984126,7.97762,3042.2877863561407,3.18897,404000,-0.0959736,8.484997721097898,541,991.211457834,1042.5676986661122,-0.367848,0.0,2.2557,19.0178900183,709.777,1000,1.5020906092249788,324.994,0.151862,-0.0705024,1000.0,-21.7629
-1.37987,404,35.5282566681,156.859,10333.69877027045,1807.06339351,317.545,0.0,-4.23921,0.769934,315.671,-1.50454,0.0,666.651,173.13,718,1807.06339351,35.5282566681,405000,-8.65812,665.088,16.67809317802312,8.40837,3042.2877863561407,3.56285,405000,-0.0743001,11.49736339179799,542,1807.06339351,2615.4700953795204,-0.336361,0.0,2.26235,35.5282566681,665.088,718,2.0591432302608155,317.545,0.156017,0.0416814,718.0,-16.0555
-0.933896,405,57.6227461243,120.004,10364.23069481994,2880.45208678,314.437,0.0,-2.96201,0.785778,313.219,-3.69064,0.0,736.416,127.082,1000,2880.45208678,57.6227461243,406000,-8.36552,726.825,11.969324806996156,7.4662,3042.2877863561407,2.97027,406000,-0.0761469,11.82202385016717,543,2880.45208678,2260.527470586018,-0.358686,0.0,2.17553,57.6227461243,726.825,1000,2.0346580223413184,314.437,0.134259,-0.0429247,1000.0,-14.9047
-0.978211,406,51.1760594566,159.097,10392.764953207807,2586.50654593,322.481,0.0,-2.80993,0.758777,321.116,-3.68824,0.0,717.022,136.167,1000,2586.50654593,51.1760594566,407000,-8.47905,716.786,16.678002967964858,7.87804,3042.2877863561407,2.81461,407000,-0.0945201,10.190321365895215,544,2586.50654593,2342.87386369222,-0.353418,0.0,2.15049,51.1760594566,716.786,1000,1.6728619848727249,322.481,0.143919,-0.0209464,1000.0,-16.9678
-1.12673,407,15.2186070361,152.645,10420.280980161973,799.245150458,316.656,0.0,-2.91122,0.795068,312.954,-1.44763,0.0,721.921,237.507,1000,799.245150458,15.2186070361,408000,-8.276,718.504,16.67446230800124,9.49179,3042.2877863561407,3.30137,408000,-0.0576497,9.349290005979128,546,799.245150458,424.3361876145864,-0.372203,0.0,2.31958,15.2186070361,718.504,1000,1.4968149931519292,316.656,0.153141,0.0536273,1000.0,-18.3943
-1.42395,408,19.0151048719,99.712,10449.811688544636,988.482544707,332.599,0.0,-2.94227,0.74928,330.691,-2.31546,0.0,692.911,120.172,1000,988.482544707,19.0151048719,409000,-8.66605,692.443,16.675599169975612,6.66757,3042.2877863561407,2.5461,409000,-0.0535794,11.035222940030508,548,988.482544707,1937.3731385077976,-0.335415,0.0,2.17245,19.0151048719,692.443,1000,1.8263024765765294,332.599,0.147079,-0.0119047,1000.0,-15.2426
-1.21751,409,56.9070168735,129.229,10479.259856580233,2873.59754704,323.839,0.0,-3.74666,0.747723,322.281,-0.944706,0.0,671.689,121.02,1000,2873.59754704,56.9070168735,410000,-8.74485,668.894,16.673739716992714,7.32339,3042.2877863561407,2.80205,410000,-0.0367421,10.93071549438173,549,2873.59754704,374.1862993521815,-0.338327,0.0,2.49234,56.9070168735,668.894,1000,1.850375389214605,323.839,0.148799,-0.031246,1000.0,-17.8143
-0.987266,410,8.49343754263,123.805,10508.97651073488,466.172090288,327.402,0.0,-2.95693,0.746113,324.769,-4.26241,0.0,666.745,129.772,1000,466.172090288,8.49343754263,411000,-8.51114,670.345,16.671120170038193,8.09605,3042.2877863561407,2.6655,411000,-0.0797024,11.122659376065712,550,466.172090288,2729.6837136731397,-0.35001,0.0,2.10469,8.49343754263,670.345,1000,1.9186736235860735,327.402,0.158662,0.0253493,1000.0,-14.8945
-1.23322,411,27.7007637107,119.685,10538.239358173101,1413.85523071,320.481,0.0,-3.74363,0.806382,321.085,-1.87149,0.0,726.234,159.225,1000,1413.85523071,27.7007637107,412000,-8.38024,721.816,16.675316642969847,8.71283,3042.2877863561407,2.79991,412000,-0.0907667,10.796789882238954,551,1413.85523071,1920.182819097925,-0.376092,0.0,2.21281,27.7007637107,721.816,1000,1.8019817680469714,320.481,0.15339,0.0256574,1000.0,-14.4549
-1.58815,412,29.6427593773,465.88,10564.113531729789,1507.14128151,329.406,0.0,-4.00408,0.787769,326.848,-1.7049,0.0,709.629,335.562,1000,1507.14128151,29.6427593773,413000,-8.28123,704.096,16.670286431966815,8.40035,3042.2877863561407,3.63201,413000,-0.0471606,7.675153154705185,552,1507.14128151,2040.7531365983075,-0.365762,0.0,2.13379,29.6427593773,704.096,1000,1.5197157299844548,329.406,0.165771,-0.048847,1000.0,-14.5702
-1.07142,413,4.87374770022,117.014,10591.246191644983,286.972942849,313.159,0.0,-3.04607,0.79521,311.712,-3.33145,0.0,740.448,111.675,1000,286.972942849,4.87374770022,414000,-8.70961,734.436,16.695073807961307,8.17762,3042.2877863561407,3.83039,414000,-0.095065,8.798936458071694,553,286.972942849,2822.8118228739263,-0.366078,0.0,2.26798,4.87374770022,734.436,1000,1.6537879871902987,313.159,0.145303,-0.0122055,1000.0,-18.4793
-1.06138,414,35.7406998348,169.902,10618.708548816387,1798.53766112,315.819,0.0,-3.3675,0.761057,312.598,-1.62749,0.0,737.938,190.068,1000,1798.53766112,35.7406998348,415000,-8.49007,740.563,16.67164044105448,7.51587,3042.2877863561407,2.61168,415000,-0.067188,9.07358581450535,554,1798.53766112,2396.5333771556325,-0.353973,0.0,2.22668,35.7406998348,740.563,1000,1.7241716138087213,315.819,0.137132,-0.0216317,1000.0,-16.251
-1.04447,415,29.0271769768,126.96,10647.126505365362,1486.40478441,315.072,0.0,-2.75058,0.789564,313.636,-1.54105,0.0,717.558,122.677,1000,1486.40478441,29.0271769768,416000,-8.30676,714.77,16.669629985000938,8.81487,3042.2877863561407,2.76778,416000,-0.0821897,10.013644706748892,555,1486.40478441,2435.3438290471845,-0.367102,0.0,2.0421,29.0271769768,714.77,1000,1.7322204572265036,315.072,0.148352,-0.0147509,1000.0,-15.9842
-1.45736,416,59.5360910664,125.553,10675.291692782252,2931.17223693,307.086,0.0,-3.7631,0.808831,305.734,-2.84593,0.0,712.808,135.792,1000,2931.17223693,59.5360910664,417000,-8.48146,712.234,16.680060582992155,8.31049,3042.2877863561407,3.28806,417000,-0.099535,9.764514577691443,558,2931.17223693,1061.809505035344,-0.377143,0.0,2.32313,59.5360910664,712.234,1000,1.7303833162295632,307.086,0.149283,-0.0295436,1000.0,-19.0137
-1.33331,417,58.9001822087,141.534,10704.18792719976,2955.66312585,316.607,0.0,-3.62062,0.882593,318.171,0.374876,0.0,718.417,166.847,1000,2955.66312585,58.9001822087,418000,-8.17084,714.296,16.66975135100074,11.8639,3042.2877863561407,4.32395,418000,-0.0736946,10.420722645241767,559,2955.66312585,2991.188555532791,-0.383459,0.0,2.37028,58.9001822087,714.296,1000,1.7967045872937888,316.607,0.16824,-0.0188893,1000.0,-18.2784
-1.23339,418,7.84971373937,168.4,10731.308732252917,434.085262593,320.584,0.0,-3.38855,0.777289,320.294,-1.94264,0.0,739.804,142.77,1000,434.085262593,7.84971373937,419000,-8.37571,741.023,16.681227533030324,8.24213,3042.2877863561407,2.81821,419000,-0.104242,8.939516689861193,561,434.085262593,49.61969422145682,-0.368377,0.0,2.20907,7.84971373937,741.023,1000,1.5133176581584848,320.584,0.152988,-0.0703775,1000.0,-16.5491
-1.22888,419,14.9269331618,162.004,10760.856484403892,782.748886303,316.712,0.0,-2.46762,0.765622,314.804,-3.18944,0.0,727.509,178.87,1000,782.748886303,14.9269331618,420000,-8.69995,723.487,16.684015759034082,9.00556,3042.2877863561407,2.71381,420000,-0.0537164,10.949940677382983,562,782.748886303,2094.9087549177334,-0.357021,0.0,2.51138,14.9269331618,723.487,1000,1.9177394016296603,316.712,0.154881,-0.104305,1000.0,-17.4726
-0.995772,420,11.4742978899,112.303,10775.838949073339,583.753949938,320.478,0.0,-2.75276,0.764359,320.074,-2.17158,0.0,720.417,143.986,220,583.753949938,11.4742978899,421000,-8.41082,719.924,16.67321522801649,9.29569,3042.2877863561407,2.91643,421000,-0.0857435,9.676790838653687,563,583.753949938,2313.7539046282086,-0.343396,0.0,2.17321,11.4742978899,719.924,220,1.633978146710433,320.478,0.138004,0.0288396,220.0,-14.867
-1.29491,421,19.1273492406,173.206,10801.630120670656,991.076863094,316.043,0.0,-3.70654,0.786448,313.293,-1.34514,0.0,704.943,154.097,1000,991.076863094,19.1273492406,422000,-8.56681,704.466,3.673050517041702,8.24744,3042.2877863561407,4.67259,422000,-0.0744357,7.605655690596905,564,991.076863094,1626.7418803264472,-0.349235,0.0,2.29415,19.1273492406,704.466,1000,1.5195949746412225,316.043,0.155426,-0.0725981,1000.0,-18.2895
-1.31133,422,24.5560335416,217.07,10828.976748288143,1267.85966191,325.465,0.0,-3.52553,0.806361,325.108,-1.26479,0.0,724.837,185.671,1000,1267.85966191,24.5560335416,423000,-8.42183,723.002,16.665842058020644,8.90727,3042.2877863561407,4.40884,423000,-0.088213,8.924163205665536,565,1267.85966191,2906.2130039875356,-0.367353,0.0,2.16744,24.5560335416,723.002,1000,1.7588239788310602,325.465,0.157551,-0.0305527,1000.0,-14.2212
-0.932302,423,59.1792669209,109.928,10856.765030202107,2985.67728503,325.613,0.0,-2.9419,0.77326,324.143,-3.26007,0.0,721.037,115.388,1000,2985.67728503,59.1792669209,424000,-8.58639,718.699,16.670882152975537,7.95203,3042.2877863561407,2.37862,424000,-0.0768709,9.484995704668108,566,2985.67728503,2802.368043184056,-0.342979,0.0,2.27973,59.1792669209,718.699,1000,1.628761199361179,325.613,0.136642,-0.0900065,1000.0,-17.6825
-1.32278,424,67.5795896674,131.559,10884.977650346525,3380.41902096,328.625,0.0,-3.27071,0.755806,326.618,-4.0875,0.0,703.015,137.975,1000,3380.41902096,67.5795896674,425000,-8.29834,697.938,16.675759554025717,8.39544,3042.2877863561407,3.59582,425000,-0.0874086,9.692773221759126,567,3380.41902096,2525.114611373523,-0.357606,0.0,2.04253,67.5795896674,697.938,1000,1.8478575587505475,328.625,0.15275,-0.0539356,1000.0,-13.9485
-1.21024,425,24.6136534964,184.443,10911.278107308608,1270.4224642,322.926,0.0,-3.19458,0.810023,323.329,-2.84716,0.0,736.178,173.934,1000,1270.4224642,24.6136534964,426000,-8.26673,729.997,16.677431696967687,9.01724,3042.2877863561407,3.16138,426000,-0.0781648,8.139805331535172,568,1270.4224642,2722.1304725155014,-0.368324,0.0,2.2625,24.6136534964,729.997,1000,1.4896835806430317,322.926,0.15669,-0.0080771,1000.0,-14.1862
-0.910446,426,22.3214611343,155.528,10940.442458826234,1155.96627869,311.355,0.0,-2.39587,0.749798,311.901,-3.3548,0.0,726.834,137.258,1000,1155.96627869,22.3214611343,427000,-8.6615,718.832,16.677883051044773,8.58885,3042.2877863561407,2.63386,427000,-0.0683229,10.683092444611248,569,1155.96627869,2452.640192273102,-0.341993,0.0,2.2577,22.3214611343,718.832,1000,1.8093922230764292,311.355,0.138664,0.00908708,1000.0,-18.8864
-1.01842,427,27.8343932032,157.326,10961.767990433029,1381.15277508,310.786,0.0,-2.71072,0.793228,308.286,-3.5872,0.0,729.654,153.85,453,1381.15277508,27.8343932032,428000,-8.52507,727.788,16.676790724974126,8.89463,3042.2877863561407,3.02066,428000,-0.0443386,11.767843919689767,570,1381.15277508,2736.6587998959485,-0.360895,0.0,2.4253,27.8343932032,727.788,453,1.9974164160666987,310.786,0.151418,0.0286403,453.0,-19.5637
-0.971156,428,56.1120328129,133.432,10985.303050703951,2838.58605707,312.928,0.0,-2.69995,0.819386,312.731,-2.6639,0.0,751.207,135.801,842,2838.58605707,56.1120328129,429000,-8.47702,745.142,7.572519319015555,7.48339,3042.2877863561407,2.59194,429000,-0.0355395,7.993911448866129,571,2838.58605707,1041.5792260852395,-0.364815,0.0,2.38861,56.1120328129,745.142,842,1.4991256470093504,312.928,0.145085,0.0392198,842.0,-16.3608
-1.07013,429,53.5429249784,125.458,11012.402448206907,2680.14041437,319.4,0.0,-2.62691,0.815646,312.539,-2.15952,0.0,742.774,155.729,1000,2680.14041437,53.5429249784,430000,-8.29586,754.023,14.041696279018652,8.38057,3042.2877863561407,2.38871,430000,-0.0232246,8.718912788201123,572,2680.14041437,2690.9439755391695,-0.371327,0.0,2.25271,53.5429249784,754.023,1000,1.7154808878549375,319.4,0.15262,-0.0293043,1000.0,-16.6824
-0.947046,430,64.1011859727,124.725,11041.8668690942,3168.6465416,331.193,0.0,-3.22099,0.783873,332.142,-2.68926,0.0,710.273,102.628,1000,3168.6465416,64.1011859727,431000,-8.26814,706.314,16.66711136995582,7.71419,3042.2877863561407,3.41644,431000,-0.0545588,10.852473001054022,573,3168.6465416,2783.2786803373474,-0.352855,0.0,2.08715,64.1011859727,706.314,1000,1.9392154931556433,331.193,0.143735,-0.0152916,1000.0,-13.8934
-1.32672,431,39.9895218804,106.806,11072.05721966317,2034.87091291,321.686,0.0,-2.35836,0.772784,320.579,-3.42622,0.0,737.58,96.8489,1000,2034.87091291,39.9895218804,432000,-8.54689,731.39,16.67417688295245,7.79912,3042.2877863561407,3.30086,432000,-0.043529,11.573831240646541,575,2034.87091291,524.5194075383639,-0.342956,0.0,2.26182,39.9895218804,731.39,1000,1.9480724373133853,321.686,0.151942,0.0228596,1000.0,-18.4057
-1.20266,432,62.3285126638,136.224,11099.025931762764,3133.80995064,336.437,0.0,-3.10065,0.788943,332.217,-1.96469,0.0,733.712,109.097,1000,3133.80995064,62.3285126638,433000,-8.64938,737.045,16.672321185993496,7.80629,3042.2877863561407,2.98475,433000,-0.0793398,8.782150643586647,576,3133.80995064,903.9648677140167,-0.36042,0.0,2.42098,62.3285126638,737.045,1000,1.516760275058914,336.437,0.157521,-0.0137215,1000.0,-17.2998
-1.0222,433,63.7721128691,122.832,11126.82788183348,3206.93457672,320.365,0.0,-2.54634,0.777269,321.045,-3.82913,0.0,736.319,138.672,1000,3206.93457672,63.7721128691,434000,-8.69081,726.527,16.685766722017433,8.17351,3042.2877863561407,2.78103,434000,-0.0370594,9.474045470356941,577,3206.93457672,1516.7357662913303,-0.348416,0.0,2.17814,63.7721128691,726.527,1000,1.6472430163412355,320.365,0.148052,0.0280749,1000.0,-17.1047
-1.21105,434,64.0026612997,177.326,11157.683281301172,3129.65205608,322.28,0.0,-3.37347,0.843254,318.985,-1.10777,0.0,733.844,175.68,1000,3129.65205608,64.0026612997,435000,-8.23751,726.978,16.676629218971357,9.38058,3042.2877863561407,3.05289,435000,-0.0736636,11.972601248882711,578,3129.65205608,1977.5510669797711,-0.374722,0.0,2.34332,64.0026612997,726.978,1000,2.210860358842183,322.28,0.153404,-0.0940311,1000.0,-18.4402
-1.09011,435,38.3410252849,188.514,11186.61212160351,1954.71020328,331.573,0.0,-2.71405,0.778867,325.853,-2.88775,0.0,724.909,170.627,1000,1954.71020328,38.3410252849,436000,-8.36703,729.34,16.67047629697481,8.59249,3042.2877863561407,2.83916,436000,-0.0160102,10.30155253916746,579,1954.71020328,2808.897100630036,-0.364289,0.0,2.27114,38.3410252849,729.34,1000,1.9589260672219098,331.573,0.158828,-0.0558112,1000.0,-15.2554
